DATE,PRCP,NROWS
1976,2067,92
1977,8521,365
1978,5020,365
1979,7936,365
1980,6504,366
1981,7131,365
1982,7164,365
1983,6627,365
1984,8302,366
1985,7854,365
1986,7627,365
1987,6911,365
1988,7826,366
1989,5810,365
1990,7593,365
1991,6104,365
1992,6153,366
1993,6940,365
1994,6439,365
1995,6446,365
1996,5757,366
1997,7273,365
1998,6905,365
1999,7526,365
2000,9837,366
2001,6596,365
2002,6768,365
2003,6937,365
2004,8410,366
2005,6335,365
2006,8389,365
2007,4582,243
2009,6819,245
2010,6291,365
2011,8098,365
2012,8405,366
2013,5434,365
2014,8473,365
2015,7830,365
2016,6129,366
2017,7286,365
2018,5454,365
2019,8371,365
2020,6865,366
2021,7554,365
2022,5983,365
2023,7693,365
2024,4583,244
