DATE,PRCP,NROWS
1960,2219.0,117
1961,5414.0,365
1962,6197.0,365
1963,4658.0,365
1964,4368.0,366
1965,5955.0,365
1966,5681.0,365
1967,6751.0,365
1968,5413.0,366
1969,5049.0,365
1970,5760.0,365
1971,4876.0,365
1972,4947.0,366
1973,4316.0,365
1974,5623.0,365
1975,4455.0,365
1976,4339.0,366
1977,7234.0,365
1978,6074.0,365
1979,5134.0,365
1980,6251.0,366
1981,6111.0,365
1982,4622.0,365
1983,4848.0,365
1984,6925.0,366
1985,7637.0,365
1986,4686.0,334
1987,5585.0,365
1988,4877.0,366
1989,4319.0,365
1990,5528.0,365
1991,5974.0,365
1992,6164.0,366
1993,4849.0,334
1994,6195.0,365
1995,8215.0,364
1996,5403.0,366
1997,4135.0,304
1998,5917.0,275
1999,5905.0,365
2000,6649.0,366
2001,5832.0,365
2002,6804.0,365
2003,6269.0,365
2004,5834.0,366
2005,5261.0,365
2006,6405.0,365
2007,8548.0,365
2008,6610.0,366
2009,5571.0,365
2010,5971.0,365
2011,6198.0,365
2012,7296.0,366
2013,4778.0,365
2014,6287.0,365
2015,6187.0,365
2016,4431.0,366
2017,5636.0,365
2018,5243.0,365
2019,6574.0,365
2020,6185.0,366
2021,5627.0,365
2022,5320.0,365
2023,7822.0,365
2024,5045.0,244
