DATE,PRCP,NROWS
1972,8721.0,366
1973,6969.0,365
1974,10794.0,365
1975,7491.0,365
1976,8540.0,366
1977,13050.0,365
1978,10676.0,365
1979,16299.0,365
1980,8477.0,366
1981,14243.0,365
1982,6525.0,365
1983,12542.0,365
1984,10786.0,366
1985,7626.0,365
1986,11329.0,356
1987,10340.0,365
1988,9575.0,366
1989,7456.0,335
1990,7606.0,365
1991,7461.0,365
1992,10458.0,366
1993,8229.0,365
1994,5527.0,365
1995,5481.0,303
1996,9159.0,274
1997,4236.0,212
2002,6109.0,275
2003,6709.0,365
2004,8784.0,336
2005,7475.0,334
2006,9705.0,304
2007,10151.0,365
2008,11525.0,366
2009,8591.0,365
2010,15574.0,365
2011,11891.0,244
2012,7826.0,310
2013,10813.0,354
2014,9599.0,338
2015,6649.0,353
2016,10424.0,345
2017,19137.0,325
2018,9315.0,365
2019,9100.0,365
2020,11509.0,360
2021,6674.0,365
2022,11237.0,365
2023,11678.0,365
2024,10878.0,244
