DATE,PRCP,TMIN,NROWS
1975,576.0,,46
1976,2994.0,,152
1977,4973.0,,182
1978,7871.0,,214
1979,8986.0,-163.5,365
1980,8241.0,,366
1981,8455.0,,365
1982,9470.0,,365
1983,9722.0,,364
1984,10642.0,,366
1985,7888.0,,348
1986,7741.0,,364
1987,7910.0,,365
1988,5929.0,,366
1989,7492.0,,365
1990,9925.0,,334
1991,9062.0,,365
1992,9153.0,,366
1993,10879.0,,365
1994,10255.0,,365
1995,8536.0,,365
1996,7838.0,,365
1997,7676.0,,365
1998,9440.0,,365
1999,8888.0,,365
2000,9201.0,,366
2001,10370.0,,365
2002,8684.0,,365
2003,6879.0,,365
2004,9067.0,,366
2005,7549.0,,365
2006,7846.0,,365
2007,11518.0,,365
2008,9514.0,,256
2009,7272.0,,334
2010,12320.0,,365
2011,8078.0,,365
2012,7040.0,,366
2013,9370.0,,365
2014,9073.0,,364
2015,9346.0,,365
2016,11962.0,,366
2017,10807.0,,364
2018,12335.0,,356
2019,11463.0,,358
2020,7638.0,,364
2021,6448.0,,330
2022,4973.0,,287
2023,3778.0,,297
2024,4989.0,,265
