DATE,PRCP,NROWS
1998,0.0,1
2009,6339.0,273
2010,5345.0,213
2011,9841.0,184
2012,1438.0,102
2013,1115.0,4
2018,0.0,1
2019,6950.0,186
2020,2951.0,127
2021,5733.0,175
2022,5510.0,167
2023,603.0,15
2024,3777.0,57
