DATE,PRCP,TMAX,NROWS
1944,10078.0,,256
1945,7182.0,,159
1946,15743.0,,333
1947,8173.0,,279
1948,6425.0,,334
1949,11632.0,,365
1950,11188.0,,365
1951,8787.0,,365
1952,10107.0,,366
1953,11268.0,,365
1954,9261.0,,365
1955,7536.0,,365
1956,6274.0,,366
1957,8781.0,,245
1958,10879.0,,365
1959,11355.0,,365
1960,11766.0,,366
1961,9202.0,,363
1962,12492.0,,365
1963,6991.0,,365
1964,10155.0,,366
1965,9997.0,,365
1966,11353.0,,365
1967,12903.0,,365
1968,13522.0,,366
1969,12110.0,,365
1970,9528.0,,365
1971,10610.0,,365
1972,9964.0,-150.0,366
1973,16704.0,,365
1974,12985.0,,365
1975,8129.0,,365
1976,12353.0,,366
1977,7960.0,,334
1978,7819.0,,365
1979,11590.0,,365
1980,9219.0,,366
1981,10726.0,,365
1982,12582.0,,365
1983,9912.0,,365
1984,9989.0,,366
1985,11092.0,,365
1986,10307.0,,365
1987,14020.0,,334
1988,9390.0,,366
1989,10125.0,,335
1990,13935.0,,273
1991,13067.0,,275
1992,8122.0,,274
1993,12196.0,,335
1994,12040.0,,365
1995,7507.0,,303
1996,10756.0,,366
1997,10713.0,,365
1998,10901.0,,304
1999,5049.0,,303
2000,13830.0,,336
2001,2820.0,,59
2003,6146.0,,334
2004,7477.0,,242
2005,5086.0,,335
2006,8542.0,,334
2007,6764.0,,212
2008,4227.0,,214
2009,16472.0,,334
2010,7737.0,,336
2011,7989.0,,365
2012,10599.0,,365
2013,10189.0,,365
2014,8715.0,,363
2015,18391.0,,364
2016,11526.0,,365
2017,9918.0,,365
2018,15585.0,,365
2019,15898.0,,365
2020,12770.0,,366
2021,12857.0,,365
2022,10694.0,,365
2023,13373.0,,364
2024,9612.0,,286
