DATE,PRCP,NROWS
1892,4190.0,183
1893,10691.0,365
1894,8211.0,365
1895,10184.0,365
1896,10020.0,366
1897,12432.0,365
1898,12311.0,354
1899,8813.0,365
1900,8857.0,365
1901,5694.0,365
1902,9797.0,365
1903,8903.0,365
1904,10708.0,366
1905,11242.0,347
1906,8472.0,351
1907,10527.0,353
1908,9635.0,366
1909,11037.0,365
1910,11151.0,365
1911,10353.0,365
1912,11601.0,366
1913,9264.0,365
1914,7693.0,365
1915,11115.0,365
1916,8038.0,366
1917,6248.0,365
1918,9400.0,365
1919,9598.0,365
1920,6958.0,366
1921,11540.0,365
1922,10291.0,365
1923,9923.0,365
1924,12016.0,366
1925,8960.0,365
1926,11032.0,365
1927,13359.0,365
1928,9381.0,366
1929,10938.0,348
1930,5930.0,365
1931,10815.0,343
1932,8653.0,366
1933,9362.0,365
1934,9704.0,365
1935,11787.0,365
1936,6832.0,366
1937,9739.0,365
1938,12198.0,365
1939,10188.0,365
1940,6869.0,366
1941,12967.0,365
1942,11329.0,365
1943,9715.0,365
1944,7498.0,366
1945,11986.0,365
1946,11210.0,365
1947,9091.0,365
1948,8916.0,366
1949,11340.0,365
1950,8375.0,365
1951,11684.0,365
1952,6961.0,366
1953,6623.0,365
1954,8277.0,365
1955,7841.0,365
1956,7321.0,360
1957,12158.0,365
1958,10080.0,364
1959,7173.0,364
1960,8324.0,365
1961,10034.0,365
1962,7421.0,365
1963,6868.0,365
1964,7357.0,366
1965,8765.0,365
1966,8719.0,365
1967,10622.0,365
1968,9864.0,366
1969,13077.0,365
1970,12305.0,365
1971,9083.0,365
1972,8453.0,366
1973,13450.0,365
1974,9948.0,365
1975,9925.0,365
1976,7134.0,366
1977,9213.0,365
1978,10651.0,365
1979,7802.0,365
1980,7984.0,366
1981,13943.0,365
1982,14134.0,335
1983,10226.0,336
1984,11333.0,363
1985,14328.0,365
1986,12964.0,365
1987,9960.0,365
1988,9436.0,366
1989,6517.0,365
1990,13052.0,365
1991,9778.0,365
1992,10267.0,366
1993,16535.0,365
1994,10136.0,364
1995,10289.0,365
1996,10147.0,366
1998,9270.0,306
1999,9336.0,365
2000,12061.0,366
2001,10278.0,334
2002,9585.0,337
2003,7859.0,335
2004,11799.0,336
2005,10211.0,363
2006,10041.0,365
2007,7698.0,360
2008,15139.0,364
2009,12736.0,331
2010,9610.0,275
2011,7380.0,40
2012,5817.0,43
2013,4954.0,89
2014,7531.0,100
2015,6947.0,85
2016,8346.0,331
2017,4755.0,363
2018,7844.0,356
2019,7819.0,243
2020,9939.0,323
2021,5159.0,293
2022,2531.0,109
