DATE,PRCP,TMAX,TMIN,NROWS
1996,0.0,131.09944751381215,24.552486187845304,181
1997,0.0,107.91135734072022,7.085872576177286,361
1998,4622.0,134.42936288088643,29.462603878116344,365
1999,6210.0,122.06685236768803,13.883008356545961,362
2000,5214.0,122.454802259887,14.466101694915254,366
2001,6707.0,120.70441988950276,16.795580110497237,365
2002,7079.0,118.76438356164384,16.775342465753425,365
2003,3350.0,119.01388888888889,4.883333333333334,365
2004,6346.0,116.20498614958449,9.479224376731302,366
2005,5200.0,126.3861111111111,17.497222222222224,365
2006,3792.0,131.5972602739726,25.53698630136986,365
2007,6126.0,122.89835164835165,16.403846153846153,364
2008,3972.0,107.42896174863388,-4.259562841530054,366
2009,4446.0,114.52941176470588,9.55,359
2010,7708.0,130.23013698630137,26.397260273972602,365
2011,6168.0,117.52054794520548,20.77260273972603,365
2012,5558.0,145.16164383561645,31.2,365
2013,7707.0,108.42465753424658,4.120547945205479,365
2014,7062.0,101.04120879120879,-2.1373626373626373,365
2015,7195.0,131.21917808219177,24.958904109589042,365
2016,7415.0,136.02479338842974,33.88397790055249,366
2017,7242.0,121.6027397260274,19.024657534246575,365
2018,6440.0,115.98356164383561,12.547945205479452,365
2019,8753.0,106.1900826446281,8.099173553719009,364
2020,5448.0,123.26502732240438,18.87431693989071,366
2021,7209.0,133.52209944751382,22.644628099173552,363
2022,5659.0,114.03846153846153,7.986301369863014,365
2023,6395.0,133.97260273972603,28.97808219178082,365
2024,7387.0,161.06944444444446,50.375,295
