DATE,PRCP,TMAX,NROWS
1959,5072.0,,195
1960,6772.0,,356
1961,8790.0,,360
1962,8604.0,,365
1963,4879.0,,365
1964,8850.0,,366
1965,9964.0,,365
1966,4396.0,,365
1967,8761.0,,365
1968,9796.0,,366
1969,7104.0,,365
1970,7992.0,,365
1971,8194.0,,365
1972,8365.0,,366
1973,12977.0,,365
1974,5879.0,,365
1975,8683.0,,365
1976,6787.0,,366
1977,8877.0,-172.0,365
1978,8797.0,,365
1979,9622.0,,365
1980,7672.0,,366
1981,7852.0,,365
1982,11158.0,,365
1983,10145.0,,365
1984,9235.0,,335
1985,9371.0,,365
1986,11537.0,,365
1987,8551.0,,365
1988,5853.0,,366
1989,8682.0,,365
1990,7211.0,,365
1991,6854.0,,365
1992,10512.0,,366
1993,15154.0,,365
1994,8024.0,,365
1995,9724.0,,365
1996,7729.0,,366
1997,7742.0,,365
1998,10064.0,,365
1999,9538.0,,365
2000,7149.0,,366
2001,9025.0,,365
2002,5344.0,,365
2003,6361.0,,365
2004,7131.0,,366
2005,8944.0,,365
2006,6337.0,,365
2007,10568.0,,365
2008,7506.0,,366
2009,9696.0,,334
2010,9273.0,,365
2011,9806.0,,128
2012,6853.0,,50
2013,8793.0,,91
2014,6796.0,,105
2015,10326.0,,100
2016,9029.0,,201
2017,8600.0,,338
2018,8778.0,,340
2019,12312.0,,340
2020,8073.0,,366
2021,5570.0,,365
2022,8132.0,,339
2023,7109.0,,365
2024,8382.0,,224
