DATE,PRCP,TMAX,NROWS
1925,2180.0,,92
1926,14278.0,,365
1927,9922.0,,364
1928,14309.0,,365
1929,12525.0,,246
1930,15321.0,-178.0,365
1931,12061.0,,365
1932,14248.0,,366
1933,14168.0,,304
1946,41.0,,1
1947,19734.0,,355
1948,15707.0,,238
1949,11825.0,,306
1950,6871.0,,276
1951,14251.0,,327
1952,12110.0,,366
1953,18113.0,,365
1954,13637.0,,365
1955,5110.0,,146
1956,10066.0,,365
1957,13963.0,,356
1958,11015.0,,365
1959,16161.0,,365
1960,14385.0,,366
1961,9538.0,,365
1962,8841.0,,365
1963,9873.0,,365
1964,8747.0,,336
1965,8897.0,,273
1966,10257.0,,273
1967,7310.0,,334
1968,9019.0,,366
1969,12350.0,,365
1970,7659.0,,365
1971,10710.0,,365
1972,11405.0,,366
1973,11321.0,,365
1974,12336.0,,365
1975,12234.0,,334
1976,14655.0,,366
1977,9975.0,,365
1978,11875.0,,365
1979,11242.0,,334
1980,8786.0,,366
1981,10324.0,,365
1982,16945.0,,335
1983,12851.0,,365
1984,12005.0,,366
1985,11439.0,,365
1986,11975.0,,365
1987,13110.0,,364
1988,10257.0,,366
1989,12417.0,,365
1990,10962.0,,365
1991,13560.0,,365
1992,12874.0,,366
1993,13641.0,,365
1994,13637.0,,365
1995,13096.0,,365
1996,8232.0,,366
1997,14721.0,,365
1998,12116.0,,365
1999,14388.0,,365
2000,7509.0,,366
2001,10484.0,,365
2002,15089.0,,365
2003,12568.0,,365
2004,11500.0,,366
2005,12612.0,,365
2006,7855.0,,365
2007,11396.0,,365
2008,10860.0,,366
2009,9627.0,,365
2010,11429.0,,365
2011,9391.0,,364
2012,12168.0,,366
2013,12950.0,,364
2014,14819.0,,363
2015,14437.0,,306
2016,14812.0,,366
2017,15794.0,,365
2018,14947.0,,365
2019,12508.0,,365
2020,14329.0,,366
2021,11722.0,,301
2022,14056.0,,365
2023,14393.0,,303
2024,7901.0,,213
