DATE,PRCP,NROWS
2000,0.0,1
2017,7562.0,266
2018,8015.0,356
2019,9864.0,360
2020,11143.0,365
2021,10634.0,350
2022,10299.0,358
2023,8583.0,352
2024,7386.0,288
