DATE,PRCP,TMAX,NROWS
1945,6856.0,,314
1946,4904.0,,365
1947,4984.0,,340
1948,4613.0,,359
1949,5877.0,,365
1950,7634.0,,365
1951,4867.0,,365
1952,2444.0,,363
1953,4668.0,,365
1954,3298.0,,365
1955,3472.0,,365
1956,3066.0,,366
1957,5543.0,,365
1958,6072.0,,365
1959,5260.0,,365
1960,5779.0,,365
1961,7305.0,,365
1962,6457.0,,365
1963,3355.0,,365
1964,4070.0,,366
1965,5209.0,,365
1966,3937.0,,365
1967,4818.0,,365
1968,5349.0,,366
1969,5105.0,,365
1970,3641.0,,365
1971,5883.0,,365
1972,4650.0,,366
1973,5849.0,,365
1974,3847.0,,365
1975,4419.0,,365
1976,3534.0,,366
1977,4172.0,,365
1978,4919.0,,365
1979,6081.0,,365
1980,4970.0,,366
1981,5247.0,398.5,365
1982,4816.0,,364
1983,4790.0,,364
1984,5160.0,,366
1985,5888.0,,344
1986,6078.0,,364
1987,7358.0,,365
1988,4804.0,,366
1989,5774.0,,358
1990,4315.0,,365
1991,5004.0,,365
1992,5833.0,,366
1993,5683.0,,365
1994,6809.0,,365
1995,5334.0,,365
1996,5287.0,,366
1997,6247.0,,365
1998,5769.0,,365
1999,6051.0,,365
2000,5165.0,,366
2001,3690.0,,365
2002,3775.0,,365
2003,5729.0,,365
2004,7151.0,,366
2005,4077.0,,335
2006,4954.0,,365
2007,5468.0,,317
2008,4703.0,,366
2009,4695.0,,365
2010,6452.0,,365
2011,1961.0,,365
2012,2899.0,,366
2013,4709.0,,365
2014,3358.0,,334
2015,7334.0,,298
2016,4017.0,,366
2017,7953.0,,365
2018,7182.0,,365
2019,8473.0,,365
2020,3358.0,,366
2021,3188.0,,243
