DATE,PRCP,NROWS
1998,8.0,1
2016,4616.0,160
2017,4986.0,355
2018,5066.0,362
2019,4888.0,327
2020,2330.0,295
2021,6941.0,337
2022,5448.0,222
2023,4898.0,213
2024,4561.0,192
