DATE,PRCP,TMAX,NROWS
1931,9471.0,,312
1932,8838.0,,365
1933,10172.0,,365
1934,8181.0,,364
1935,9253.0,,365
1936,11646.0,,366
1937,10448.0,,365
1938,8108.0,,365
1939,7721.0,,364
1940,8702.0,,366
1941,6970.0,,365
1942,12381.0,,365
1943,9958.0,,365
1944,9926.0,,366
1945,11545.0,,365
1946,9928.0,,364
1947,11379.0,,365
1948,10628.0,,366
1949,7307.0,,365
1950,12388.0,,364
1951,10047.0,,365
1952,9871.0,,366
1953,8927.0,,365
1954,8900.0,,365
1955,7190.0,,334
1956,10763.0,,366
1957,9788.0,,365
1958,10123.0,,365
1959,9898.0,,365
1960,10426.0,,366
1961,9432.0,,365
1962,8417.0,,365
1963,8507.0,,365
1964,8285.0,,366
1965,9312.0,,365
1966,8643.0,,365
1967,10456.0,,334
1968,9808.0,,366
1969,9943.0,,365
1970,10882.0,-167.0,365
1971,8637.0,,365
1972,11561.0,,366
1973,10747.0,,334
1974,10530.0,,365
1975,11727.0,,365
1976,11005.0,,366
1977,12809.0,,365
1978,11707.0,,365
1979,10521.0,,365
1980,9782.0,,366
1981,11172.0,,365
1982,10105.0,,365
1983,10771.0,,365
1984,11614.0,,366
1985,9949.0,,365
1986,10671.0,,365
1987,9217.0,,365
1988,8242.0,,366
1989,10242.0,,365
1990,13501.0,,365
1991,7858.0,,361
1992,11382.0,,366
1993,11208.0,,365
1994,13164.0,,365
1995,9534.0,,365
1996,13895.0,,366
1997,10067.0,,365
1998,10001.0,,365
1999,9497.0,,365
2000,9332.0,,366
2001,9373.0,,365
2002,10412.0,,365
2003,14549.0,,365
2004,14133.0,,366
2005,10400.0,,365
2006,11740.0,,365
2007,11038.0,,365
2008,10103.0,,366
2009,9865.0,,365
2010,11032.0,,365
2011,13928.0,,359
2012,9629.0,,359
2013,10162.0,,360
2014,9653.0,,356
2015,10133.0,,365
2016,9684.0,,366
2017,11309.0,,365
2018,15487.0,,365
2019,12277.0,,365
2020,9733.0,,366
2021,11744.0,,365
2022,9810.0,,365
2023,10092.0,,365
2024,10733.0,,296
