DATE,PRCP,NROWS
2000,2411,142
2001,2748,365
2002,1864,365
2003,2079,365
2004,2397,366
2005,2502,365
2006,4305,365
2007,3186,365
2008,3780,366
2009,1512,365
2010,3145,365
2011,3356,365
2012,2087,366
2013,2071,365
2014,3247,365
2015,4243,365
2016,3135,366
2017,2311,365
2018,3902,365
2019,3908,365
2020,1245,366
2021,4924,365
2022,2680,365
2023,2888,365
2024,2900,296
