DATE,PRCP,NROWS
2000,13.0,1
2001,2080.0,163
2002,2712.0,187
2003,3507.0,253
2004,5758.0,275
2005,3374.0,250
2006,3441.0,308
2007,4491.0,346
2008,3267.0,350
2009,3656.0,345
2010,4065.0,341
2011,5003.0,357
2012,3043.0,355
2013,7804.0,322
2014,4609.0,332
2015,2821.0,284
2016,2349.0,346
2017,4259.0,306
2018,3277.0,319
2019,2851.0,351
2020,1579.0,201
