DATE,PRCP,TMAX,TMIN,NROWS,MULT
1950,6342,141.2164383561644,48.14794520547945,365,1.0
1951,5737,143.8958904109589,48.81095890410959,365,0.9046042257962787
1952,8499,136.4016393442623,39.31967213114754,366,1.4814362907442915
1953,4889,145.78082191780825,41.01643835616439,365,0.5752441463701612
1954,7005,132.4958904109589,37.13424657534247,365,1.4328083452648803
1955,6076,130.4,34.652054794520545,365,0.8673804425410421
1956,8226,123.6448087431694,28.5655737704918,366,1.3538512179065174
1957,6997,139.96986301369864,41.37260273972603,365,0.8505956722586919
1958,8057,138.0246575342466,43.484931506849314,365,1.1514934972130912
1959,5115,153.72054794520548,38.33698630136986,365,0.6348516817674072
1960,5911,139.62841530054644,43.0792349726776,366,1.1556207233626588
1961,7906,146.76438356164385,50.586301369863016,365,1.3375063441042125
1962,5945,129.68493150684932,27.153424657534245,365,0.7519605363015431
1963,5164,129.75616438356164,20.383561643835616,365,0.8686291000841043
1964,5022,139.24043715846994,37.65573770491803,366,0.9725019364833463
1965,10293,131.94520547945206,41.00821917808219,365,2.0495818399044206
1966,9070,140.6109589041096,51.88219178082192,365,0.8811813854075585
1967,5778,146.32054794520548,45.23835616438356,365,0.637045203969129
1968,8897,134.48907103825135,40.70218579234973,366,1.5398061613014884
1969,5608,135.36712328767123,40.14246575342466,365,0.630324828593908
1970,8159,132.66301369863012,42.84109589041096,365,1.454885877318117
1971,5538,142.75616438356164,34.4027397260274,365,0.6787596519181273
1972,5949,133.5601092896175,35.63934426229508,366,1.0742145178764897
1973,6068,139.44657534246576,41.02191780821918,365,1.0200033619095645
1974,7895,140.58356164383562,55.12876712328767,365,1.3010876730388925
1975,4578,143.02739726027397,52.52328767123288,365,0.5798606713109563
1976,4426,143.53005464480876,42.387978142076506,366,0.9667977282656182
1977,6451,139.96986301369864,48.46849315068493,365,1.457523723452327
1978,7872,128.28493150684932,40.92054794520548,365,1.2202759262129903
1979,6955,131.37808219178083,38.08767123287672,365,0.8835111788617886
1980,7811,125.80601092896175,37.65300546448088,366,1.123076923076923
1981,9184,132.62191780821917,40.5013698630137,365,1.175777749327871
1982,7060,140.64383561643837,42.66849315068493,365,0.7687282229965157
1983,6788,142.19452054794522,47.391780821917806,365,0.9614730878186969
1984,8594,128.7513661202186,40.68852459016394,366,1.2660577489687683
1985,5870,128.77260273972604,28.567123287671237,365,0.6830346753548988
1986,8849,133.73424657534247,39.78082191780822,365,1.507495741056218
1987,8584,124.87671232876713,42.25479452054795,365,0.9700531133461409
1988,9014,140.49726775956285,55.37978142076503,366,1.0500931966449207
1989,6836,146.9808219178082,50.72054794520548,365,0.7583758597736854
1990,6427,151.14246575342466,49.36438356164384,365,0.9401696898771211
1991,5419,140.0986301369863,39.24931506849315,365,0.8431616617395363
1992,7697,145.07103825136613,51.83879781420765,366,1.4203727625023066
1993,7471,142.52328767123288,47.6986301369863,365,0.9706379108743667
1994,7955,153.54246575342466,61.14520547945205,365,1.0647838308124749
1995,9002,141.54794520547946,52.52054794520548,365,1.1316153362664991
1996,6957,125.6775956284153,34.34153005464481,366,0.7728282603865808
1997,6509,146.04931506849314,44.345205479452055,365,0.9356044271956303
1998,8003,147.04931506849314,51.71232876712329,365,1.229528345367952
1999,8830,150.77260273972604,52.89315068493151,365,1.10333624890666
2000,7075,155.75409836065575,58.31147540983606,366,0.8012457531143827
2001,9381,146.93424657534246,53.73150684931507,365,1.3259363957597172
2002,9634,150.46027397260275,57.24657534246575,365,1.0269694062466688
2003,4949,161.413698630137,46.41917808219178,365,0.5137014739464397
2004,6895,147.2704918032787,46.5,366,1.3932107496463932
2005,7179,150.27123287671233,42.1013698630137,365,1.0411892675852066
2006,7608,155.23013698630135,49.16164383561644,365,1.0597576264103636
2007,8191,157.4,51.28219178082192,365,1.0766298633017877
2008,7299,154.94262295081967,49.55191256830601,366,0.8910999877914785
2009,7784,153.8876712328767,44.64383561643836,365,1.0664474585559667
2010,8199,138.5917808219178,39.07945205479452,365,1.0533144912641315
2011,5963,164.52328767123288,48.55342465753424,365,0.7272838150994023
2012,6653,158.07103825136613,45.94808743169399,366,1.1157135669964784
2013,7738,145.63561643835615,49.30684931506849,365,1.1630843228618668
2014,6334,167.70958904109588,59.1972602739726,365,0.818557766864823
2015,4986,168.5095890410959,54.50410958904109,365,0.787180296810862
2016,7216,156.51639344262296,51.830601092896174,366,1.4472523064580827
2017,7314,158.56986301369864,50.54246575342466,365,1.0135809312638582
2018,6411,174.48219178082192,56.83013698630137,365,0.876538146021329
2019,7454,166.74246575342465,50.31506849315068,365,1.1626891280611449
2020,5397,171.19945355191257,53.10928961748634,366,0.7240407834719613
