DATE,PRCP,NROWS
1981,6446.0,152
1982,9461.0,360
1983,14610.0,362
1984,10516.0,334
1985,6852.0,361
1986,11598.0,364
1987,8550.0,363
1988,9356.0,365
1989,8733.0,361
1990,12096.0,361
1991,11397.0,360
1992,11421.0,365
1993,8368.0,361
1994,11720.0,365
1995,13417.0,365
1996,11445.0,358
1997,12978.0,365
1998,12076.0,363
1999,14094.0,365
2000,8693.0,365
2001,9978.0,364
2002,8875.0,364
2003,11862.0,364
2004,10613.0,366
2005,11277.0,365
2006,13677.0,365
2007,11153.0,365
2008,7994.0,366
2009,8470.0,262
2010,13590.0,361
2011,11223.0,361
2012,13553.0,365
2013,7723.0,365
2014,11298.0,365
2015,10195.0,363
2016,14662.0,366
2017,10264.0,358
2018,13383.0,365
2019,8624.0,365
2020,13530.0,366
2021,13399.0,365
2022,9835.0,365
2023,10165.0,365
2024,5465.0,119
