DATE,PRCP,NROWS
1966,4589.0,206
1967,9414.0,357
1968,11693.0,360
1969,9597.0,334
1970,8839.0,365
1971,8086.0,362
1972,9626.0,362
1973,8582.0,365
1974,9017.0,364
1975,12688.0,364
1976,10186.0,366
1977,10152.0,334
1978,8952.0,364
1979,9181.0,365
1980,10034.0,366
1981,8779.0,365
1982,9088.0,365
1983,9973.0,364
1984,8531.0,362
1985,11508.0,363
1986,11083.0,365
1987,8547.0,362
1988,9317.0,363
1989,7552.0,359
1990,10486.0,365
1991,10575.0,364
1992,11275.0,362
1993,8933.0,365
1994,8301.0,365
1995,10394.0,365
1996,10791.0,366
1997,9296.0,365
1998,6270.0,365
1999,8199.0,365
2000,12063.0,365
2001,10744.0,363
2002,8014.0,364
2003,10241.0,357
2004,9536.0,364
2005,8787.0,362
2006,10236.0,362
2011,10982.0,337
2012,7554.0,365
2013,13827.0,365
2014,10590.0,365
2015,9872.0,363
2016,10344.0,366
2017,11149.0,351
2018,10320.0,365
2019,9640.0,365
2020,2628.0,118
2021,0.0,6
