DATE,PRCP,NROWS
1981,0.0,24
1982,0.0,264
1983,0.0,274
1984,0.0,271
1985,0.0,353
1986,0.0,290
1987,0.0,360
1988,0.0,245
1989,0.0,319
1990,0.0,360
1991,0.0,365
1992,0.0,363
1993,0.0,269
1994,0.0,335
1995,0.0,248
1996,0.0,359
1997,0.0,348
1998,0.0,357
1999,0.0,305
2000,0.0,342
2001,0.0,332
2002,51.0,350
2003,0.0,365
2004,0.0,355
2005,0.0,344
2006,0.0,7
2007,0.0,62
2009,0.0,150
2010,0.0,350
2011,0.0,344
2012,0.0,353
2013,0.0,329
2014,0.0,322
2015,0.0,365
2016,0.0,366
2017,0.0,363
2018,0.0,364
2019,0.0,365
2020,0.0,366
2021,0.0,361
2022,0.0,363
2023,0.0,359
2024,0.0,283
