DATE,PRCP,NROWS
1978,16766.0,184
1979,22484.0,305
1980,38109.0,366
1981,22816.0,365
1982,25274.0,365
1983,13411.0,348
1984,24524.0,366
1985,18442.0,273
1986,24959.0,306
1987,14622.0,365
1988,17712.0,366
1989,14744.0,272
1990,11753.0,304
1991,23945.0,365
1992,18421.0,335
1993,10309.0,365
1994,6689.0,365
1995,2467.0,365
1996,5422.0,366
1997,24177.0,365
1998,10216.0,365
1999,14210.0,334
2000,10068.0,274
2001,10629.0,273
2002,12426.0,365
2003,5073.0,365
2004,11394.0,366
2005,8852.0,365
2006,11275.0,334
2007,12687.0,334
2008,10514.0,366
2009,13762.0,365
2010,10646.0,365
2011,12265.0,206
2012,7747.0,134
2014,21697.0,183
2015,30525.0,242
2016,29744.0,221
2017,23061.0,232
2018,24878.0,240
2019,18514.0,220
2020,20840.0,274
2021,22244.0,362
2022,25303.0,365
2023,35023.0,364
2024,15750.0,284
