DATE,PRCP,TMAX,TMIN,NROWS
1947,5455.0,130.43093922651934,32.20821917808219,365
1948,5244.0,140.04098360655738,50.576502732240435,366
1949,5489.0,144.35616438356163,48.04657534246575,365
1950,5884.0,132.38082191780822,45.298630136986304,365
1951,5678.0,135.03287671232877,45.038356164383565,365
1952,6707.0,121.06557377049181,39.76775956284153,366
1953,5184.0,142.5068493150685,47.81917808219178,365
1954,6928.0,124.31506849315069,37.558904109589044,365
1955,6695.0,123.91780821917808,31.104109589041094,365
1956,7385.0,114.1256830601093,27.704918032786885,366
1957,5800.0,133.46301369863014,44.605479452054794,365
1958,6143.0,128.15890410958903,46.654794520547945,365
1959,3082.0,147.70958904109588,38.153424657534245,365
1960,5066.0,131.35245901639345,45.14754098360656,366
1961,6832.0,137.65753424657535,50.06849315068493,365
1962,5288.0,117.71506849315068,33.61643835616438,365
1963,4684.0,123.48493150684932,23.312328767123287,365
1964,4640.0,127.80874316939891,36.37978142076503,366
1965,6278.0,122.31780821917808,34.701369863013696,365
1966,7129.0,129.26575342465753,46.47397260273973,365
1967,6735.0,139.9150684931507,52.64109589041096,365
1968,5990.0,132.0737704918033,43.28415300546448,366
1969,5295.0,126.94794520547946,36.534246575342465,365
1970,7487.0,122.36438356164383,37.95616438356164,365
1971,4293.0,137.46849315068494,40.5013698630137,365
1972,5114.0,128.3306010928962,38.80054644808743,366
1973,4666.0,135.0109589041096,41.2,365
1974,5909.0,140.11780821917807,51.25753424657534,365
1975,5181.0,145.24657534246575,48.95890410958904,365
1976,3961.0,136.08743169398906,37.868852459016395,366
1977,6236.0,131.62465753424658,50.087671232876716,365
1978,5901.0,122.86027397260274,43.41095890410959,365
1979,5812.0,121.74246575342465,41.082191780821915,365
1980,6635.0,118.29781420765028,37.34699453551912,366
1981,6534.0,126.92876712328767,48.42739726027397,365
1982,4820.0,140.55616438356165,48.89041095890411,365
1983,6056.0,140.413698630137,52.18630136986302,365
1984,6105.0,121.12021857923497,45.07377049180328,366
1985,4825.0,119.46849315068494,36.84931506849315,365
1986,6273.0,124.73150684931507,37.04109589041096,365
1987,5853.0,113.96712328767123,33.71780821917808,365
1988,4714.0,136.62568306010928,53.049180327868854,366
1989,4273.0,149.47397260273974,52.46027397260274,365
1990,5201.0,147.45753424657534,53.1945205479452,365
1991,4045.0,136.50279329608938,38.61173184357542,365
1992,5272.0,144.50151975683892,47.389057750759875,366
1993,5560.0,130.92592592592592,41.225071225071225,364
1994,6483.0,144.3232876712329,52.676712328767124,365
1995,5139.0,139.65753424657535,43.24931506849315,365
1996,3760.0,117.49180327868852,26.937158469945356,366
1997,5180.0,140.3068493150685,42.657534246575345,365
1998,6388.0,137.0082191780822,52.57260273972603,365
1999,4471.0,148.0,53.81917808219178,365
2000,4520.0,147.28961748633878,59.256830601092894,366
2001,6060.0,135.12876712328767,48.66575342465753,365
2002,7200.0,138.12328767123287,54.0986301369863,365
2003,3886.0,146.36712328767123,40.79178082191781,365
2004,5650.0,137.15300546448088,47.33879781420765,366
2005,5375.0,141.94246575342467,45.30684931506849,365
2006,4262.0,147.85753424657534,45.31506849315068,365
2007,7743.0,149.24931506849316,53.25205479452055,365
2008,5682.0,147.72677595628414,50.47540983606557,366
2009,5836.0,145.22465753424657,42.61369863013699,365
2010,6460.0,124.51506849315068,27.832876712328765,365
2011,4806.0,150.34794520547945,45.224657534246575,365
2012,5341.0,141.84426229508196,42.76775956284153,366
2013,6142.0,137.26849315068492,43.24931506849315,365
2014,5587.0,155.88219178082193,55.66301369863014,365
2015,5622.0,151.76438356164383,49.821917808219176,365
2016,4411.0,149.18852459016392,47.34426229508197,366
2017,6791.0,144.8958904109589,52.295890410958904,365
2018,3227.0,163.24657534246575,47.11232876712329,365
2019,4914.0,160.23287671232876,54.276712328767125,365
2020,5237.0,159.78961748633878,53.59836065573771,366
2021,5110.0,144.7068493150685,46.47671232876712,365
2022,4125.0,161.65479452054794,47.45479452054794,365
2023,7862.0,157.3123287671233,58.42739726027397,365
2024,4736.0,177.6762295081967,67.77459016393442,244
