DATE,PRCP,TMAX,TMIN,NROWS,MULT
1950,5535.0,80.8958904109589,-46.46428571428572,365,1.0
1951,7722.0,85.5068493150685,-39.8986301369863,365,1.395121951219512
1952,5611.0,114.87362637362638,-23.77260273972603,366,0.7266252266252267
1953,9266.0,113.88219178082193,-16.6,365,1.651399037604705
1954,5127.0,102.9945205479452,-21.627397260273973,365,0.5533131879991366
1955,6660.0,104.71703296703296,-35.31129476584022,365,1.2990052662375657
1956,4920.0,102.1923076923077,-31.2103825136612,366,0.7387387387387387
1957,7031.0,104.5945205479452,-20.264462809917354,365,1.4290650406504064
1958,5008.0,115.27747252747253,-17.96712328767123,365,0.7122742141942825
1959,8513.0,107.95616438356164,-18.914835164835164,365,1.6998801916932906
1960,6805.0,110.3934426229508,-23.30327868852459,366,0.799365676024903
1961,5809.0,118.0958904109589,-13.005479452054796,365,0.8536370315944158
1962,7351.0,107.63287671232877,-16.07945205479452,365,1.2654501635393356
1963,6392.0,119.92602739726028,-12.26849315068493,365,0.8695415589715685
1964,7772.0,112.6967213114754,-19.453551912568305,366,1.2158948685857323
1965,8015.0,98.21153846153848,-26.40934065934066,365,1.0312660833762224
1966,7648.0,102.03287671232876,-25.56164383561644,365,0.9542108546475359
1967,5258.0,105.71780821917808,-27.972602739726028,365,0.6875
1968,7645.0,110.87978142076504,-14.710382513661202,366,1.4539748953974896
1969,7257.0,106.46428571428572,-17.25824175824176,365,0.9492478744277305
1970,5875.0,103.82739726027395,-24.854794520547944,365,0.8095631803775665
1971,7485.0,104.07945205479452,-24.88493150684932,365,1.2740425531914894
1972,6289.0,90.21857923497268,-37.80327868852459,366,0.8402137608550434
1973,7668.0,118.96712328767124,-10.967123287671232,365,1.2192717443154715
1974,5735.0,108.89315068493153,-19.27123287671233,365,0.7479134063641106
1975,6287.0,108.12876712328767,-20.671232876712327,365,1.0962510897994768
1976,3189.0,119.09016393442624,-30.19125683060109,366,0.5072371560362653
1977,7908.0,112.45753424657536,-18.172602739726027,365,2.479774223894638
1978,5428.0,106.48493150684932,-26.48219178082192,365,0.6863935255437532
1979,6487.0,93.28767123287672,-32.75616438356165,365,1.195099484156227
1980,5257.0,111.14207650273224,-24.87431693989071,366,0.8103900107908124
1981,7135.0,118.42739726027398,-10.147945205479452,365,1.3572379684230549
1982,7157.0,99.06593406593409,-37.53424657534247,365,1.0030833917309039
1983,7066.0,110.0109589041096,-15.98082191780822,365,0.9872851753528015
1984,5638.0,114.24863387978142,-27.442622950819672,366,0.7979054627795075
1985,10298.0,92.87671232876713,-31.28767123287671,365,1.826534231997162
1986,8260.0,110.2874251497006,0.9101796407185628,334,0.8020974946591571
1987,6668.0,122.24109589041096,11.282191780821918,365,0.8072639225181598
1988,6244.0,103.56284153005464,-17.953424657534246,366,0.9364127174565087
1989,6425.0,94.23013698630136,-31.912328767123288,365,1.0289878283151825
1990,5019.0,122.23013698630136,-11.26849315068493,365,0.7811673151750973
1991,5911.0,114.35068493150683,-8.397260273972602,365,1.1777246463438933
1992,5175.0,107.64754098360656,-10.306010928961747,366,0.8754863813229572
1993,7045.0,96.56438356164384,-25.46849315068493,365,1.3613526570048309
1994,7404.0,107.63287671232877,-13.443835616438356,365,1.050958126330731
1995,7019.0,101.1013698630137,-15.904109589041097,365,0.9480010804970286
1996,6728.0,86.3743169398907,-34.631147540983605,366,0.9585411027211853
1997,7167.0,104.34246575342466,-14.005479452054796,365,1.0652497027348395
1998,6050.0,126.31506849315068,11.764383561643836,365,0.8441467838705177
1999,7949.0,117.67123287671232,-2.405479452054794,365,1.313884297520661
2000,5940.0,104.94765840220386,-17.757575757575758,366,0.747263806768147
2001,5165.0,113.9835616438356,-7.945205479452055,365,0.8695286195286195
2002,6260.0,101.45479452054796,-9.854794520547944,365,1.2120038722168442
2003,4277.0,105.25274725274726,-18.475274725274726,365,0.6832268370607029
2004,6232.0,99.93956043956044,-19.126373626373628,366,1.4570960953939678
2005,7134.0,111.07967032967034,-4.027472527472527,365,1.144736842105263
2006,4848.0,123.44383561643836,3.887671232876712,365,0.6795626576955425
2007,5367.0,116.63259668508287,-1.856353591160221,365,1.1070544554455446
2008,6494.0,98.67486338797814,-25.56010928961749,366,1.2099869573318427
2009,5543.0,92.1972602739726,-24.68219178082192,365,0.853557129658146
2010,7192.0,111.66575342465754,-9.282191780821918,365,1.2974923326718384
2011,4615.0,106.57142857142856,-12.593406593406591,364,0.6416852057842046
2012,5592.0,125.48219178082192,1.104109589041096,365,1.2117009750812568
2013,5472.0,91.78296703296704,-28.574175824175825,365,0.9785407725321889
2014,5141.0,88.47397260273972,-30.70684931506849,365,0.9395102339181286
2015,6420.0,125.24585635359117,6.107734806629834,364,1.2487842832133826
2016,6636.0,122.99453551912568,12.73224043715847,366,1.033644859813084
2017,5350.0,113.53994490358129,-6.090909090909091,364,0.8062085593731163
2018,5618.0,99.73972602739724,-17.15890410958904,365,1.0500934579439252
2019,7489.0,90.01369863013699,-24.975342465753425,365,1.3330366678533285
2020,5289.0,109.60928961748634,-13.349726775956285,366,0.7062358125250368
