DATE,PRCP,NROWS,MULT
1950,15037.0,350,1.0
1951,8907.0,362,0.5923388973864467
1952,12006.0,362,1.3479285954866957
1953,10333.0,365,0.8606530068299184
1954,8709.0,365,0.8428336397948321
1955,8485.0,365,0.9742794809966702
1956,10026.0,363,1.1816146140247497
1957,15458.0,365,1.5417913425094754
1958,12947.0,365,0.8375598395652737
1959,12800.0,365,0.9886460183826369
1960,12655.0,366,0.988671875
1961,12589.0,365,0.9947846700908731
1962,11020.0,365,0.8753673842243228
1963,7882.0,365,0.7152450090744101
1964,11744.0,366,1.4899771631565593
1965,10281.0,334,0.8754257493188011
1966,9398.0,365,0.9141134130921117
1967,14139.0,365,1.504469035965099
1968,16801.0,366,1.1882735695593747
1969,13740.0,365,0.8178084637819177
1970,12050.0,365,0.8770014556040757
1971,12470.0,365,1.0348547717842325
1972,11804.0,366,0.9465918203688853
1973,19627.0,365,1.662741443578448
1974,14165.0,365,0.7217098894380191
1975,13701.0,365,0.9672432050829509
1976,7579.0,336,0.5531713013648639
1977,11036.0,365,1.4561287768834938
1978,8983.0,334,0.8139724537876042
1979,14604.0,365,1.6257375041745519
1980,9029.0,366,0.6182552725280746
1981,10036.0,365,1.111529516003987
1982,14995.0,335,1.494121163810283
1983,12035.0,365,0.8026008669556519
1984,18419.0,366,1.5304528458662234
1985,12340.0,365,0.6699603670123242
1986,14917.0,347,1.2088330632090762
1987,12639.0,365,0.8472883287524301
1988,11377.0,366,0.9001503283487617
1989,10657.0,365,0.936714423837567
1990,16735.0,365,1.5703293609833913
1991,16476.0,365,0.984523453839259
1992,12485.0,366,0.7577688759407624
1993,13330.0,365,1.0676812174609531
1994,14963.0,365,1.1225056264066016
1995,11619.0,365,0.7765154046648399
1996,14840.0,366,1.2772183492555298
1997,12433.0,365,0.8378032345013477
1998,15274.0,365,1.2285047856510898
1999,13446.0,365,0.8803194971847584
2000,10519.0,366,0.7823144429570132
2001,13252.0,365,1.2598155718224167
2002,12278.0,365,0.9265016601267733
2003,10806.0,365,0.8801107672259325
2004,14077.0,366,1.3027022024801036
2005,8819.0,365,0.626482915393905
2006,13572.0,365,1.538949994330423
2007,10507.0,365,0.7741674034777483
2008,21641.0,366,2.059674502712477
2009,16844.0,365,0.778337415091724
2010,12105.0,365,0.7186535264782712
2011,14722.0,332,1.2161916563403552
2012,10394.0,344,0.706018204048363
2013,16052.0,365,1.5443525110640755
2014,12117.0,365,0.75485920757538
2015,17075.0,365,1.409177189073203
2016,11192.0,364,0.6554612005856515
2017,11703.0,365,1.0456576125804147
2018,14881.0,365,1.2715543023156455
2019,13493.0,365,0.9067266984745649
2020,13046.0,366,0.9668717112576892
