DATE,PRCP,NROWS,MULT
1950,7334,365,1.0
1951,5949,365,0.8111535314971366
1952,4954,366,0.8327449991595226
1953,6192,365,1.249899071457408
1954,5442,365,0.8788759689922481
1955,4094,365,0.7522969496508637
1956,5043,366,1.2318026380068392
1957,6326,365,1.254412056315685
1958,4836,365,0.7644641163452418
1959,5372,365,1.1108354011579817
1960,7533,366,1.402271034996277
1961,6061,365,0.8045931235895394
1962,5312,365,0.8764230325028873
1963,4541,365,0.8548569277108434
1964,5065,366,1.115393085223519
1965,5995,365,1.1836130306021717
1966,6642,365,1.1079232693911594
1967,6371,365,0.9591990364348087
1968,4191,366,0.657824517344216
1969,5064,365,1.208303507516106
1970,5473,365,1.0807661927330174
1971,4148,365,0.7579024301114562
1972,5377,366,1.2962873674059787
1973,4791,365,0.8910172958899014
1974,5112,365,1.0670006261740763
1975,3842,365,0.7515649452269171
1976,4292,366,1.1171264966163457
1977,5800,365,1.3513513513513513
1978,5254,365,0.9058620689655172
1979,5904,365,1.123715264560335
1980,6456,366,1.0934959349593496
1981,5638,365,0.8732961586121437
1982,4697,365,0.8330968428520752
1983,4932,365,1.050031935277837
1984,7288,366,1.4776966747769666
1985,6870,365,0.9426454445664105
1986,6509,365,0.9474526928675401
1987,7454,365,1.1451835919496083
1988,6476,366,0.8687952777032466
1989,5594,365,0.8638048177887585
1990,5777,365,1.032713621737576
1991,4769,365,0.8255149731694651
1992,6371,366,1.3359194799748375
1993,6605,365,1.036728927954795
1994,5213,365,0.7892505677517032
1995,5851,365,1.1223863418377134
1996,5722,366,0.9779524867544009
1997,6737,365,1.1773855295351277
1998,6783,365,1.006827964969571
1999,5578,365,0.8223499926286304
2000,8401,366,1.5060953746862675
2001,5399,273,0.6426615879062016
2002,3783,214,0.7006853120948324
2003,5140,365,1.358710018503833
2004,5359,366,1.0426070038910507
2005,6081,365,1.1347266281022579
2006,6628,365,1.0899523104752509
2007,5085,365,0.7671997585998793
2008,5783,366,1.137266470009833
2009,6911,365,1.1950544699982708
2010,6116,365,0.8849659962378816
2011,6622,365,1.0827338129496402
2012,7155,366,1.0804892781636968
2013,5424,365,0.7580712788259958
2014,7013,365,1.2929572271386431
2015,6856,365,0.9776130044203621
2016,5360,366,0.7817969661610268
2017,5954,365,1.1108208955223882
2018,4915,365,0.8254954652334565
2019,7182,365,1.4612410986775177
2020,6671,366,0.928849902534113
