DATE,PRCP,NROWS
1950,0.0,1
1951,8713.0,365
1952,7144.0,366
1953,5954.0,365
1954,7879.0,365
1955,6433.0,365
1956,8550.0,366
1957,8331.0,365
1958,7649.0,365
1959,6652.0,365
1960,9546.0,366
1961,8362.0,365
1962,7391.0,365
1963,7401.0,365
1964,6857.0,366
1965,8435.0,365
1966,9808.0,365
1967,8136.0,365
1968,8011.0,366
1969,6532.0,365
1970,8044.0,365
1971,5963.0,365
1972,7050.0,366
1973,7137.0,365
1974,9256.0,365
1975,7342.0,365
1976,5817.0,366
1977,7062.0,365
1978,6640.0,365
1979,9375.0,365
1980,7900.0,366
1981,8228.0,365
1982,8256.0,365
1983,9101.0,365
1984,8708.0,366
1985,8290.0,365
1986,8402.0,365
1987,9381.0,365
1988,8710.0,366
1989,6432.0,365
1990,7513.0,365
1991,6441.0,365
1992,9702.0,366
1993,8573.0,365
1994,9200.0,365
1995,7579.0,365
1996,6158.0,366
1997,6623.0,365
1998,9846.0,365
1999,10063.0,365
2000,10362.0,366
2001,9412.0,365
2002,9218.0,365
2003,6034.0,365
2004,7514.0,366
2005,9148.0,365
2006,8205.0,365
2007,7907.0,365
2008,9881.0,366
2009,6890.0,365
2010,7535.0,365
2011,7598.0,365
2012,10044.0,366
2013,7578.0,365
2014,9211.0,365
2015,9781.0,365
2016,7844.0,366
2017,8878.0,365
2018,6595.0,365
2019,9438.0,365
2020,9151.0,366
2021,8047.0,333
2022,8272.0,365
2023,11377.0,365
2024,5606.0,225
