DATE,PRCP,NROWS
1956,0.0,2
1957,8576.0,365
1958,7879.0,365
1959,9054.0,365
1960,9818.0,366
1961,8832.0,365
1962,9004.0,365
1963,8649.0,365
1964,8049.0,366
1965,9745.0,365
1966,9091.0,365
1967,9360.0,365
1968,6588.0,366
1969,6449.0,365
1970,8297.0,365
1971,6667.0,365
1972,7186.0,366
1973,6438.0,365
1974,9144.0,365
1975,7352.0,365
1976,6690.0,366
1977,8191.0,365
1978,7606.0,365
1979,8710.0,365
1980,7316.0,366
1981,7697.0,365
1982,9442.0,365
1983,7036.0,365
1984,9373.0,366
1985,10705.0,365
1986,8420.0,365
1987,10239.0,365
1988,11812.0,366
1989,8559.0,365
1990,8665.0,365
1991,7729.0,365
1992,8242.0,366
1993,8639.0,365
1994,8042.0,365
1995,8363.0,365
1996,8062.0,366
1997,7102.0,365
1998,9407.0,365
1999,11189.0,365
2000,13710.0,366
2001,9337.0,365
2002,9610.0,365
2003,7595.0,334
2005,9545.0,345
2006,11098.0,365
2007,9103.0,361
2008,12327.0,336
2009,757.0,74
2010,0.0,134
2011,885.0,108
2012,11041.0,364
2013,7406.0,363
2014,10689.0,365
2015,10073.0,365
2016,7832.0,366
2017,10811.0,365
2018,7229.0,365
2019,11548.0,365
2020,12637.0,366
2021,7456.0,365
2022,8156.0,365
2023,11522.0,365
2024,7938.0,244
