DATE,PRCP,NROWS
1950,0.0,1
1951,8674.0,365
1952,8508.0,366
1953,6856.0,365
1954,8478.0,365
1955,6729.0,365
1956,7924.0,366
1957,8858.0,365
1958,8050.0,365
1959,5372.0,365
1960,9410.0,366
1961,9208.0,365
1962,7507.0,365
1963,7352.0,365
1964,6501.0,366
1965,9696.0,365
1966,8918.0,365
1967,8374.0,365
1968,9392.0,366
1969,8436.0,365
1970,8279.0,365
1971,6279.0,365
1972,7058.0,366
1973,8537.0,365
1974,8173.0,365
1975,7064.0,365
1976,5434.0,366
1977,7812.0,365
1978,6911.0,365
1979,9381.0,365
1980,7992.0,366
1981,8941.0,365
1982,7626.0,365
1983,8326.0,365
1984,8664.0,366
1985,9390.0,365
1986,8529.0,365
1987,8847.0,365
1988,9909.0,366
1989,7209.0,365
1990,8743.0,365
1991,6617.0,365
1992,7757.0,366
1993,9556.0,365
1994,9124.0,365
1995,8326.0,365
1996,5742.0,366
1997,7240.0,365
1998,10836.0,365
1999,9466.0,365
2000,8993.0,366
2001,11454.0,365
2002,10693.0,365
2003,7537.0,365
2004,10171.0,366
2005,7823.0,365
2006,8646.0,365
2007,10805.0,365
2008,9532.0,366
2009,7771.0,365
2010,8725.0,365
2011,7634.0,365
2012,8888.0,366
2013,7732.0,365
2014,7311.0,365
2015,9523.0,365
2016,7013.0,366
2017,9326.0,365
2018,6495.0,365
2019,7798.0,365
2020,9052.0,366
2021,4777.0,213
2023,9032.0,307
2024,5912.0,225
