DATE,PRCP,NROWS,MULT
1950,6350.0,365,1.0
1951,4847.0,313,0.7633070866141732
1952,6266.0,324,1.292758407262224
1953,4514.0,324,0.7203957867858283
1954,5350.0,325,1.1852015950376606
1955,4741.0,342,0.8861682242990654
1956,4206.0,363,0.887154608732335
1957,5173.0,365,1.2299096528768425
1958,6561.0,365,1.2683162574908178
1959,4292.0,365,0.6541685718640451
1960,6639.0,366,1.5468313140726935
1961,6608.0,365,0.9953306220816388
1962,5464.0,365,0.8268765133171913
1963,4653.0,365,0.8515739385065886
1964,4590.0,366,0.9864603481624759
1965,5587.0,365,1.217211328976035
1966,5915.0,365,1.0587077143368535
1967,6077.0,365,1.0273879966187658
1968,5698.0,366,0.9376337008392299
1969,5512.0,365,0.9673569673569674
1970,6628.0,365,1.202467343976778
1971,4841.0,365,0.7303862401931202
1972,4797.0,366,0.9909109688080975
1973,5083.0,365,1.0596205962059622
1974,5651.0,365,1.111745032461145
1975,3874.0,365,0.6855423818793134
1976,4701.0,366,1.2134744450180692
1977,5489.0,365,1.1676239098064243
1978,6183.0,365,1.126434687556932
1979,5441.0,365,0.8799935306485525
1980,5498.0,366,1.0104760154383385
1981,5573.0,365,1.013641324117861
1982,4006.0,365,0.7188228961062264
1983,4255.0,365,1.0621567648527208
1984,6284.0,366,1.4768507638072856
1985,6642.0,365,1.056970082749841
1986,5312.0,365,0.7997591087021981
1987,6118.0,365,1.1517319277108433
1988,5672.0,366,0.9271003595946388
1989,4202.0,365,0.7408321579689704
1990,5851.0,365,1.3924321751546882
1991,5608.0,365,0.9584686378396855
1992,4636.0,366,0.8266761768901569
1993,6273.0,365,1.3531061259706643
1994,6135.0,365,0.9780009564801531
1995,4981.0,365,0.8118989405052974
1996,5345.0,366,1.0730776952419192
1997,5066.0,365,0.9478016838166511
1998,7086.0,365,1.398736675878405
1999,5264.0,365,0.742873271239063
2000,7103.0,366,1.349354103343465
2001,6688.0,365,0.9415739828241588
2002,6332.0,365,0.9467703349282297
2003,6367.0,365,1.005527479469362
2004,7500.0,366,1.1779487984922254
2005,5476.0,365,0.7301333333333333
2006,6039.0,365,1.1028122717311906
2007,7143.0,365,1.1828117237953304
2008,6150.0,366,0.8609827803443931
2009,6212.0,365,1.010081300813008
2010,8040.0,365,1.2942691564713458
2011,5328.0,365,0.6626865671641791
2012,6808.0,366,1.2777777777777777
2013,5312.0,365,0.7802585193889542
2014,7070.0,365,1.3309487951807228
2015,5587.0,365,0.7902404526166903
2016,5071.0,366,0.9076427420798282
2017,6056.0,365,1.1942417669098797
2018,4731.0,365,0.7812087186261559
2019,6192.0,365,1.3088142041851616
2020,5444.0,366,0.8791989664082688
