DATE,PRCP,NROWS,MULT
2000,6569.0,366,1.0
2001,7906.0,365,1.2035317399908663
2002,6332.0,362,0.80091070073362
2003,10396.0,365,1.6418193303853443
2004,7598.0,366,0.7308580223162755
2005,7756.0,365,1.0207949460384311
2006,10668.0,363,1.3754512635379061
2007,8534.0,305,0.7999625046869141
2008,2935.0,57,0.34391844387157255
2009,5914.0,85,2.014991482112436
2010,4992.0,89,0.8440987487318228
2011,5494.0,79,1.1005608974358974
2012,7550.0,105,1.3742264288314525
2013,3610.0,75,0.4781456953642384
2014,6144.0,90,1.701939058171745
2015,8256.0,134,1.34375
2016,10094.0,206,1.222625968992248
2017,10207.0,178,1.0111947691698038
2018,9096.0,171,0.8911531302047614
2019,7686.0,166,0.8449868073878628
2020,12808.0,366,1.6664064532916991
2021,11306.0,365,0.8827295440349782
2022,9238.0,365,0.8170882717141341
2023,7076.0,365,0.7659666594500975
