DATE,PRCP,NROWS,MULT
2000,2868.0,245,1.0
2001,1607.0,219,0.560320781032078
2002,2516.0,195,1.565650280024891
2003,2495.0,211,0.9916534181240063
2004,4703.0,214,1.8849699398797595
2005,3629.0,214,0.7716351265149904
2006,5473.0,214,1.5081289611463213
2007,4021.0,214,0.7346976064315732
2008,1477.0,59,0.36732156180054715
2009,2148.0,75,1.4542992552471226
2010,3073.0,50,1.430633147113594
2011,1764.0,40,0.5740318906605922
2012,3054.0,55,1.7312925170068028
2013,1522.0,38,0.49836280288146695
2014,1283.0,34,0.842969776609724
2015,3362.0,98,2.6204208885424785
2016,2598.0,93,0.7727543129089828
2017,2154.0,105,0.8290993071593533
2018,2196.0,85,1.0194986072423398
2019,2477.0,109,1.127959927140255
2020,2881.0,93,1.1631005248284214
2021,1948.0,51,0.6761541131551545
2022,2292.0,54,1.1765913757700206
2023,1947.0,52,0.849476439790576
