Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year; Month; Monthly Mean; Relative Sea Level Trend Line; Higher 95% Confidence Interval; and Lower 95% Confidence Interval.
Product of NOAAs National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1950,2,-0.155,-0.095,-0.089,-0.101,
1950,3,-0.154,-0.095,-0.088,-0.101,
1950,4,-0.104,-0.095,-0.088,-0.101,
1950,5,-0.117,-0.094,-0.088,-0.101,
1950,6,-0.120,-0.094,-0.088,-0.101,
1950,7,-0.068,-0.094,-0.088,-0.100,
1950,8,-0.143,-0.094,-0.088,-0.100,
1950,9,-0.140,-0.094,-0.087,-0.100,
1950,10,-0.108,-0.093,-0.087,-0.100,
1950,11,-0.129,-0.093,-0.087,-0.100,
1950,12,-0.102,-0.093,-0.087,-0.099,
1951,1,-0.163,-0.093,-0.087,-0.099,
1951,2,-0.124,-0.093,-0.086,-0.099,
1951,3,-0.081,-0.093,-0.086,-0.099,
1951,4,-0.110,-0.092,-0.086,-0.099,
1951,5,-0.072,-0.092,-0.086,-0.098,
1951,6,-0.071,-0.092,-0.086,-0.098,
1951,7,-0.056,-0.092,-0.086,-0.098,
1951,8,-0.064,-0.092,-0.085,-0.098,
1951,9,-0.051,-0.091,-0.085,-0.098,
1951,10,-0.047,-0.091,-0.085,-0.097,
1951,11,-0.032,-0.091,-0.085,-0.097,
1951,12,-0.081,-0.091,-0.085,-0.097,
1952,1,-0.084,-0.091,-0.084,-0.097,
1952,2,-0.103,-0.090,-0.084,-0.097,
1952,3,-0.090,-0.090,-0.084,-0.097,
1952,4,-0.064,-0.090,-0.084,-0.096,
1952,5,-0.127,-0.090,-0.084,-0.096,
1952,6,-0.120,-0.090,-0.084,-0.096,
1952,7,-0.135,-0.090,-0.083,-0.096,
1952,8,-0.103,-0.089,-0.083,-0.096,
1952,9,-0.085,-0.089,-0.083,-0.095,
1952,10,-0.117,-0.089,-0.083,-0.095,
1952,11,-0.050,-0.089,-0.083,-0.095,
1952,12,-0.087,-0.089,-0.082,-0.095,
1953,1,-0.087,-0.088,-0.082,-0.095,
1953,2,-0.066,-0.088,-0.082,-0.094,
1953,3,-0.069,-0.088,-0.082,-0.094,
1953,4,-0.097,-0.088,-0.082,-0.094,
1953,5,-0.117,-0.088,-0.082,-0.094,
1953,6,-0.111,-0.087,-0.081,-0.094,
1953,7,-0.065,-0.087,-0.081,-0.093,
1953,8,-0.110,-0.087,-0.081,-0.093,
1953,9,-0.103,-0.087,-0.081,-0.093,
1953,10,-0.086,-0.087,-0.081,-0.093,
1953,11,-0.078,-0.087,-0.080,-0.093,
1953,12,-0.102,-0.086,-0.080,-0.092,
1954,1,-0.078,-0.086,-0.080,-0.092,
1954,2,-0.072,-0.086,-0.080,-0.092,
1954,3,-0.078,-0.086,-0.080,-0.092,
1954,4,-0.110,-0.086,-0.080,-0.092,
1954,5,-0.044,-0.085,-0.079,-0.092,
1954,6,-0.053,-0.085,-0.079,-0.091,
1954,7,-0.047,-0.085,-0.079,-0.091,
1954,8,-0.085,-0.085,-0.079,-0.091,
1954,9,-0.088,-0.085,-0.079,-0.091,
1954,10,-0.138,-0.085,-0.078,-0.091,
1954,11,-0.105,-0.084,-0.078,-0.090,
1954,12,-0.114,-0.084,-0.078,-0.090,
1955,1,-0.115,-0.084,-0.078,-0.090,
1955,2,-0.097,-0.084,-0.078,-0.090,
1955,3,-0.072,-0.084,-0.078,-0.090,
1955,4,-0.100,-0.083,-0.077,-0.089,
1955,5,-0.090,-0.083,-0.077,-0.089,
1955,6,-0.086,-0.083,-0.077,-0.089,
1955,7,-0.108,-0.083,-0.077,-0.089,
1955,8,-0.073,-0.083,-0.077,-0.089,
1955,9,-0.115,-0.082,-0.076,-0.088,
1955,10,-0.190,-0.082,-0.076,-0.088,
1955,11,-0.151,-0.082,-0.076,-0.088,
1955,12,-0.187,-0.082,-0.076,-0.088,
1956,1,-0.157,-0.082,-0.076,-0.088,
1956,2,-0.121,-0.082,-0.076,-0.088,
1956,3,-0.115,-0.081,-0.075,-0.087,
1956,4,-0.076,-0.081,-0.075,-0.087,
1956,5,-0.093,-0.081,-0.075,-0.087,
1956,6,-0.068,-0.081,-0.075,-0.087,
1956,7,-0.099,-0.081,-0.075,-0.087,
1956,8,-0.088,-0.080,-0.074,-0.086,
1956,9,-0.121,-0.080,-0.074,-0.086,
1956,10,-0.132,-0.080,-0.074,-0.086,
1956,11,-0.111,-0.080,-0.074,-0.086,
1956,12,-0.105,-0.080,-0.074,-0.086,
1957,1,-0.087,-0.079,-0.074,-0.085,
1957,2,-0.069,-0.079,-0.073,-0.085,
1957,3,-0.084,-0.079,-0.073,-0.085,
1957,4,-0.061,-0.079,-0.073,-0.085,
1957,5,-0.029,-0.079,-0.073,-0.085,
1957,6,-0.013,-0.079,-0.073,-0.085,
1957,7,-0.004,-0.078,-0.072,-0.084,
1957,8,-0.003,-0.078,-0.072,-0.084,
1957,9,-0.054,-0.078,-0.072,-0.084,
1957,10,-0.034,-0.078,-0.072,-0.084,
1957,11,0.005,-0.078,-0.072,-0.084,
1957,12,0.027,-0.077,-0.072,-0.083,
1958,1,0.010,-0.077,-0.071,-0.083,
1958,2,-0.021,-0.077,-0.071,-0.083,
1958,3,-0.005,-0.077,-0.071,-0.083,
1958,4,-0.009,-0.077,-0.071,-0.083,
1958,5,-0.041,-0.077,-0.071,-0.082,
1958,6,-0.068,-0.076,-0.070,-0.082,
1958,7,-0.062,-0.076,-0.070,-0.082,
1958,8,-0.018,-0.076,-0.070,-0.082,
1958,9,0.007,-0.076,-0.070,-0.082,
1958,10,0.020,-0.076,-0.070,-0.081,
1958,11,-0.007,-0.075,-0.070,-0.081,
1958,12,-0.029,-0.075,-0.069,-0.081,
1959,1,-0.011,-0.075,-0.069,-0.081,
1959,2,0.004,-0.075,-0.069,-0.081,
1959,3,-0.035,-0.075,-0.069,-0.081,
1959,4,-0.027,-0.074,-0.069,-0.080,
1959,5,-0.041,-0.074,-0.068,-0.080,
1959,6,-0.034,-0.074,-0.068,-0.080,
1959,7,-0.047,-0.074,-0.068,-0.080,
1959,8,-0.030,-0.074,-0.068,-0.080,
1959,9,-0.006,-0.074,-0.068,-0.079,
1959,10,0.020,-0.073,-0.067,-0.079,
1959,11,-0.050,-0.073,-0.067,-0.079,
1959,12,0.012,-0.073,-0.067,-0.079,
1960,1,-0.069,-0.073,-0.067,-0.079,
1960,2,-0.121,-0.073,-0.067,-0.078,
1960,3,-0.072,-0.072,-0.067,-0.078,
1960,4,-0.070,-0.072,-0.066,-0.078,
1960,5,-0.072,-0.072,-0.066,-0.078,
1960,6,-0.086,-0.072,-0.066,-0.078,
1960,7,-0.071,-0.072,-0.066,-0.078,
1960,8,-0.091,-0.071,-0.066,-0.077,
1960,9,-0.076,-0.071,-0.065,-0.077,
1960,10,-0.089,-0.071,-0.065,-0.077,
1960,11,-0.078,-0.071,-0.065,-0.077,
1960,12,-0.069,-0.071,-0.065,-0.077,
1961,1,-0.048,-0.071,-0.065,-0.076,
1961,2,-0.085,-0.070,-0.065,-0.076,
1961,3,-0.081,-0.070,-0.064,-0.076,
1961,4,-0.076,-0.070,-0.064,-0.076,
1961,5,-0.114,-0.070,-0.064,-0.076,
1961,6,-0.086,-0.070,-0.064,-0.075,
1961,7,-0.068,-0.069,-0.064,-0.075,
1961,8,-0.100,-0.069,-0.063,-0.075,
1961,9,-0.097,-0.069,-0.063,-0.075,
1961,10,-0.114,-0.069,-0.063,-0.075,
1961,11,-0.105,-0.069,-0.063,-0.075,
1961,12,-0.063,-0.069,-0.063,-0.074,
1962,1,-0.063,-0.068,-0.063,-0.074,
1962,2,-0.060,-0.068,-0.062,-0.074,
1962,3,-0.111,-0.068,-0.062,-0.074,
1963,1,-0.057,-0.066,-0.060,-0.072,
1963,2,-0.075,-0.066,-0.060,-0.072,
1963,3,-0.108,-0.066,-0.060,-0.072,
1963,4,-0.088,-0.066,-0.060,-0.071,
1963,5,-0.081,-0.065,-0.060,-0.071,
1963,6,-0.050,-0.065,-0.059,-0.071,
1963,7,-0.050,-0.065,-0.059,-0.071,
1963,8,-0.039,-0.065,-0.059,-0.071,
1963,9,0.001,-0.065,-0.059,-0.070,
1963,10,-0.059,-0.064,-0.059,-0.070,
1963,11,-0.044,-0.064,-0.058,-0.070,
1963,12,-0.041,-0.064,-0.058,-0.070,
1964,1,-0.057,-0.064,-0.058,-0.070,
1964,2,-0.100,-0.064,-0.058,-0.069,
1964,3,-0.093,-0.063,-0.058,-0.069,
1964,4,-0.116,-0.063,-0.058,-0.069,
1964,5,-0.151,-0.063,-0.057,-0.069,
1964,6,-0.144,-0.063,-0.057,-0.069,
1964,7,-0.132,-0.063,-0.057,-0.069,
1964,8,-0.085,-0.063,-0.057,-0.068,
1964,9,-0.112,-0.062,-0.057,-0.068,
1964,10,-0.117,-0.062,-0.056,-0.068,
1964,11,-0.129,-0.062,-0.056,-0.068,
1964,12,-0.108,-0.062,-0.056,-0.068,
1965,1,-0.109,-0.062,-0.056,-0.067,
1965,2,-0.033,-0.061,-0.056,-0.067,
1965,3,-0.044,-0.061,-0.055,-0.067,
1965,4,-0.018,-0.061,-0.055,-0.067,
1965,5,-0.111,-0.061,-0.055,-0.067,
1965,6,-0.098,-0.061,-0.055,-0.066,
1965,7,-0.090,-0.061,-0.055,-0.066,
1965,8,-0.024,-0.060,-0.055,-0.066,
1965,9,-0.018,-0.060,-0.054,-0.066,
1965,10,-0.041,-0.060,-0.054,-0.066,
1965,11,-0.032,-0.060,-0.054,-0.066,
1965,12,0.012,-0.060,-0.054,-0.065,
1966,1,-0.011,-0.059,-0.054,-0.065,
1966,2,-0.079,-0.059,-0.053,-0.065,
1966,3,-0.078,-0.059,-0.053,-0.065,
1966,4,-0.033,-0.059,-0.053,-0.065,
1966,5,-0.038,-0.059,-0.053,-0.064,
1966,6,-0.044,-0.058,-0.053,-0.064,
1966,7,-0.065,-0.058,-0.052,-0.064,
1966,8,-0.042,-0.058,-0.052,-0.064,
1966,9,-0.091,-0.058,-0.052,-0.064,
1966,10,-0.077,-0.058,-0.052,-0.064,
1966,11,-0.093,-0.058,-0.052,-0.063,
1966,12,-0.081,-0.057,-0.052,-0.063,
1967,1,-0.057,-0.057,-0.051,-0.063,
1967,2,-0.057,-0.057,-0.051,-0.063,
1967,3,-0.084,-0.057,-0.051,-0.063,
1967,4,-0.122,-0.057,-0.051,-0.062,
1967,5,-0.099,-0.056,-0.051,-0.062,
1967,6,-0.068,-0.056,-0.050,-0.062,
1967,7,-0.077,-0.056,-0.050,-0.062,
1967,8,-0.058,-0.056,-0.050,-0.062,
1967,9,-0.060,-0.056,-0.050,-0.061,
1967,10,-0.108,-0.055,-0.050,-0.061,
1967,11,-0.053,-0.055,-0.050,-0.061,
1967,12,-0.069,-0.055,-0.049,-0.061,
1968,1,-0.054,-0.055,-0.049,-0.061,
1968,2,-0.036,-0.055,-0.049,-0.061,
1968,3,-0.087,-0.055,-0.049,-0.060,
1968,4,-0.055,-0.054,-0.049,-0.060,
1968,5,-0.090,-0.054,-0.048,-0.060,
1968,6,-0.098,-0.054,-0.048,-0.060,
1968,7,-0.090,-0.054,-0.048,-0.060,
1968,8,-0.091,-0.054,-0.048,-0.059,
1968,9,-0.070,-0.053,-0.048,-0.059,
1968,10,-0.062,-0.053,-0.047,-0.059,
1968,11,-0.053,-0.053,-0.047,-0.059,
1968,12,-0.075,-0.053,-0.047,-0.059,
1969,1,-0.023,-0.053,-0.047,-0.059,
1969,2,-0.033,-0.053,-0.047,-0.058,
1969,3,-0.084,-0.052,-0.047,-0.058,
1969,4,-0.061,-0.052,-0.046,-0.058,
1969,5,-0.044,-0.052,-0.046,-0.058,
1969,6,-0.083,-0.052,-0.046,-0.058,
1969,7,-0.062,-0.052,-0.046,-0.057,
1969,8,-0.036,-0.051,-0.046,-0.057,
1969,9,-0.057,-0.051,-0.045,-0.057,
1969,10,-0.034,-0.051,-0.045,-0.057,
1969,11,-0.007,-0.051,-0.045,-0.057,
1969,12,-0.063,-0.051,-0.045,-0.056,
1970,1,-0.145,-0.050,-0.045,-0.056,
1970,2,-0.085,-0.050,-0.044,-0.056,
1970,3,-0.047,-0.050,-0.044,-0.056,
1970,4,-0.113,-0.050,-0.044,-0.056,
1970,5,-0.096,-0.050,-0.044,-0.056,
1970,6,-0.098,-0.050,-0.044,-0.055,
1970,7,-0.080,-0.049,-0.044,-0.055,
1970,8,-0.067,-0.049,-0.043,-0.055,
1970,9,-0.100,-0.049,-0.043,-0.055,
1970,10,-0.083,-0.049,-0.043,-0.055,
1970,11,-0.084,-0.049,-0.043,-0.054,
1970,12,-0.123,-0.048,-0.043,-0.054,
1971,1,-0.109,-0.048,-0.042,-0.054,
1971,2,-0.100,-0.048,-0.042,-0.054,
1971,3,-0.124,-0.048,-0.042,-0.054,
1971,4,-0.082,-0.048,-0.042,-0.054,
1971,5,-0.081,-0.047,-0.042,-0.053,
1971,6,-0.083,-0.047,-0.041,-0.053,
1971,7,-0.062,-0.047,-0.041,-0.053,
1971,8,-0.052,-0.047,-0.041,-0.053,
1971,9,-0.054,-0.047,-0.041,-0.053,
1971,10,-0.065,-0.047,-0.041,-0.052,
1971,11,-0.105,-0.046,-0.040,-0.052,
1971,12,-0.096,-0.046,-0.040,-0.052,
1972,1,-0.078,-0.046,-0.040,-0.052,
1972,2,-0.072,-0.046,-0.040,-0.052,
1972,3,-0.032,-0.046,-0.040,-0.052,
1972,4,-0.055,-0.045,-0.040,-0.051,
1972,5,-0.044,-0.045,-0.039,-0.051,
1972,6,0.008,-0.045,-0.039,-0.051,
1972,7,-0.026,-0.045,-0.039,-0.051,
1972,8,0.006,-0.045,-0.039,-0.051,
1972,9,-0.015,-0.045,-0.039,-0.050,
1972,10,0.017,-0.044,-0.038,-0.050,
1972,11,0.035,-0.044,-0.038,-0.050,
1972,12,0.060,-0.044,-0.038,-0.050,
1973,1,-0.051,-0.044,-0.038,-0.050,
1973,2,0.010,-0.044,-0.038,-0.050,
1973,3,-0.051,-0.043,-0.037,-0.049,
1973,4,-0.094,-0.043,-0.037,-0.049,
1973,5,-0.087,-0.043,-0.037,-0.049,
1973,6,-0.083,-0.043,-0.037,-0.049,
1973,7,-0.105,-0.043,-0.037,-0.049,
1973,8,-0.106,-0.042,-0.037,-0.048,
1973,9,-0.179,-0.042,-0.036,-0.048,
1973,10,-0.132,-0.042,-0.036,-0.048,
1973,11,-0.157,-0.042,-0.036,-0.048,
1973,12,-0.136,-0.042,-0.036,-0.048,
1974,1,-0.087,-0.042,-0.036,-0.048,
1974,2,-0.097,-0.041,-0.035,-0.047,
1974,3,-0.063,-0.041,-0.035,-0.047,
1974,4,-0.043,-0.041,-0.035,-0.047,
1974,5,-0.023,-0.041,-0.035,-0.047,
1974,6,-0.010,-0.041,-0.035,-0.047,
1974,7,-0.035,-0.040,-0.034,-0.046,
1974,8,-0.058,-0.040,-0.034,-0.046,
1974,9,-0.039,-0.040,-0.034,-0.046,
1974,10,-0.068,-0.040,-0.034,-0.046,
1974,11,-0.087,-0.040,-0.034,-0.046,
1974,12,-0.099,-0.039,-0.034,-0.045,
1975,1,-0.093,-0.039,-0.033,-0.045,
1975,2,-0.109,-0.039,-0.033,-0.045,
1975,3,-0.069,-0.039,-0.033,-0.045,
1975,4,-0.055,-0.039,-0.033,-0.045,
1975,5,-0.096,-0.039,-0.033,-0.045,
1975,6,-0.101,-0.038,-0.032,-0.044,
1975,7,-0.077,-0.038,-0.032,-0.044,
1975,8,-0.097,-0.038,-0.032,-0.044,
1975,9,-0.076,-0.038,-0.032,-0.044,
1975,10,-0.123,-0.038,-0.032,-0.044,
1975,11,-0.099,-0.037,-0.031,-0.043,
1975,12,-0.093,-0.037,-0.031,-0.043,
1976,1,-0.081,-0.037,-0.031,-0.043,
1976,2,-0.051,-0.037,-0.031,-0.043,
1976,3,-0.047,-0.037,-0.031,-0.043,
1976,4,-0.043,-0.037,-0.030,-0.043,
1976,5,-0.017,-0.036,-0.030,-0.042,
1976,6,-0.013,-0.036,-0.030,-0.042,
1976,7,-0.019,-0.036,-0.030,-0.042,
1976,8,-0.082,-0.036,-0.030,-0.042,
1976,9,0.001,-0.036,-0.030,-0.042,
1976,10,-0.010,-0.035,-0.029,-0.041,
1976,11,0.026,-0.035,-0.029,-0.041,
1976,12,0.030,-0.035,-0.029,-0.041,
1977,1,-0.002,-0.035,-0.029,-0.041,
1977,2,-0.060,-0.035,-0.029,-0.041,
1977,3,-0.084,-0.034,-0.028,-0.041,
1977,4,-0.085,-0.034,-0.028,-0.040,
1977,5,-0.084,-0.034,-0.028,-0.040,
1977,6,-0.077,-0.034,-0.028,-0.040,
1977,7,-0.074,-0.034,-0.028,-0.040,
1977,8,-0.039,-0.034,-0.027,-0.040,
1977,9,-0.067,-0.033,-0.027,-0.039,
1977,10,-0.028,-0.033,-0.027,-0.039,
1977,11,0.002,-0.033,-0.027,-0.039,
1977,12,0.012,-0.033,-0.027,-0.039,
1978,1,0.035,-0.033,-0.026,-0.039,
1978,2,0.028,-0.032,-0.026,-0.039,
1978,3,0.013,-0.032,-0.026,-0.038,
1978,4,-0.036,-0.032,-0.026,-0.038,
1978,5,-0.035,-0.032,-0.026,-0.038,
1978,6,-0.071,-0.032,-0.026,-0.038,
1978,7,-0.077,-0.031,-0.025,-0.038,
1978,8,-0.064,-0.031,-0.025,-0.037,
1978,9,-0.045,-0.031,-0.025,-0.037,
1978,10,-0.013,-0.031,-0.025,-0.037,
1978,11,-0.023,-0.031,-0.025,-0.037,
1978,12,-0.035,-0.031,-0.024,-0.037,
1979,1,-0.002,-0.030,-0.024,-0.037,
1979,2,-0.039,-0.030,-0.024,-0.036,
1979,3,-0.038,-0.030,-0.024,-0.036,
1979,4,-0.040,-0.030,-0.024,-0.036,
1979,5,-0.047,-0.030,-0.023,-0.036,
1979,6,-0.056,-0.029,-0.023,-0.036,
1979,7,-0.071,-0.029,-0.023,-0.036,
1979,8,-0.046,-0.029,-0.023,-0.035,
1979,9,-0.042,-0.029,-0.023,-0.035,
1979,10,-0.068,-0.029,-0.022,-0.035,
1979,11,-0.081,-0.029,-0.022,-0.035,
1979,12,-0.035,-0.028,-0.022,-0.035,
1980,1,0.019,-0.028,-0.022,-0.034,
1980,2,0.086,-0.028,-0.022,-0.034,
1980,3,0.023,-0.028,-0.021,-0.034,
1980,4,-0.012,-0.028,-0.021,-0.034,
1980,5,-0.041,-0.027,-0.021,-0.034,
1980,6,-0.037,-0.027,-0.021,-0.034,
1980,7,-0.065,-0.027,-0.021,-0.033,
1980,8,-0.009,-0.027,-0.021,-0.033,
1980,9,-0.042,-0.027,-0.020,-0.033,
1980,10,-0.056,-0.026,-0.020,-0.033,
1980,11,-0.050,-0.026,-0.020,-0.033,
1980,12,-0.044,-0.026,-0.020,-0.032,
1981,1,-0.020,-0.026,-0.020,-0.032,
1981,2,-0.042,-0.026,-0.019,-0.032,
1981,3,-0.029,-0.026,-0.019,-0.032,
1981,4,0.010,-0.025,-0.019,-0.032,
1981,5,0.013,-0.025,-0.019,-0.032,
1981,6,-0.010,-0.025,-0.019,-0.031,
1981,7,-0.016,-0.025,-0.018,-0.031,
1981,8,-0.046,-0.025,-0.018,-0.031,
1981,9,-0.073,-0.024,-0.018,-0.031,
1981,10,-0.050,-0.024,-0.018,-0.031,
1981,11,-0.053,-0.024,-0.018,-0.030,
1981,12,-0.063,-0.024,-0.017,-0.030,
1982,1,-0.081,-0.024,-0.017,-0.030,
1982,2,-0.054,-0.023,-0.017,-0.030,
1982,3,0.001,-0.023,-0.017,-0.030,
1982,4,-0.052,-0.023,-0.017,-0.030,
1982,5,0.008,-0.023,-0.017,-0.029,
1982,6,-0.037,-0.023,-0.016,-0.029,
1982,7,-0.029,-0.023,-0.016,-0.029,
1982,8,0.012,-0.022,-0.016,-0.029,
1982,9,0.068,-0.022,-0.016,-0.029,
1982,10,0.066,-0.022,-0.016,-0.028,
1982,11,0.133,-0.022,-0.015,-0.028,
1982,12,0.091,-0.022,-0.015,-0.028,
1983,1,0.154,-0.021,-0.015,-0.028,
1983,2,0.092,-0.021,-0.015,-0.028,
1983,3,0.038,-0.021,-0.015,-0.028,
1983,4,0.061,-0.021,-0.014,-0.027,
1983,5,0.047,-0.021,-0.014,-0.027,
1983,6,0.097,-0.021,-0.014,-0.027,
1983,7,0.099,-0.020,-0.014,-0.027,
1983,8,0.104,-0.020,-0.014,-0.027,
1983,9,0.122,-0.020,-0.013,-0.027,
1983,10,0.069,-0.020,-0.013,-0.026,
1983,11,0.023,-0.020,-0.013,-0.026,
1983,12,-0.020,-0.019,-0.013,-0.026,
1984,1,-0.008,-0.019,-0.013,-0.026,
1984,2,-0.015,-0.019,-0.012,-0.026,
1984,3,0.032,-0.019,-0.012,-0.025,
1984,4,0.009,-0.019,-0.012,-0.025,
1984,5,0.041,-0.018,-0.012,-0.025,
1984,6,0.042,-0.018,-0.012,-0.025,
1984,7,0.048,-0.018,-0.011,-0.025,
1984,8,0.052,-0.018,-0.011,-0.025,
1984,9,0.089,-0.018,-0.011,-0.024,
1984,10,0.005,-0.018,-0.011,-0.024,
1984,11,-0.041,-0.017,-0.011,-0.024,
1984,12,-0.008,-0.017,-0.011,-0.024,
1985,1,-0.011,-0.017,-0.010,-0.024,
1985,2,-0.036,-0.017,-0.010,-0.023,
1985,3,-0.060,-0.017,-0.010,-0.023,
1985,4,-0.006,-0.016,-0.010,-0.023,
1985,5,-0.050,-0.016,-0.010,-0.023,
1985,6,-0.022,-0.016,-0.009,-0.023,
1985,7,0.005,-0.016,-0.009,-0.023,
1985,8,-0.030,-0.016,-0.009,-0.022,
1985,9,-0.015,-0.015,-0.009,-0.022,
1985,10,-0.022,-0.015,-0.009,-0.022,
1985,11,-0.029,-0.015,-0.008,-0.022,
1985,12,-0.047,-0.015,-0.008,-0.022,
1986,1,-0.029,-0.015,-0.008,-0.021,
1986,2,-0.011,-0.015,-0.008,-0.021,
1986,3,-0.020,-0.014,-0.008,-0.021,
1986,4,0.000,-0.014,-0.007,-0.021,
1986,5,-0.014,-0.014,-0.007,-0.021,
1986,6,-0.056,-0.014,-0.007,-0.021,
1986,7,-0.041,-0.014,-0.007,-0.020,
1986,8,-0.033,-0.013,-0.007,-0.020,
1986,9,-0.045,-0.013,-0.006,-0.020,
1986,10,0.002,-0.013,-0.006,-0.020,
1986,11,0.044,-0.013,-0.006,-0.020,
1986,12,0.042,-0.013,-0.006,-0.020,
1987,1,-0.017,-0.013,-0.006,-0.019,
1987,2,0.062,-0.012,-0.006,-0.019,
1987,3,-0.005,-0.012,-0.005,-0.019,
1987,4,-0.012,-0.012,-0.005,-0.019,
1987,5,0.041,-0.012,-0.005,-0.019,
1987,6,-0.025,-0.012,-0.005,-0.018,
1987,7,-0.004,-0.011,-0.005,-0.018,
1987,8,-0.012,-0.011,-0.004,-0.018,
1987,9,0.010,-0.011,-0.004,-0.018,
1987,10,-0.016,-0.011,-0.004,-0.018,
1987,11,0.038,-0.011,-0.004,-0.018,
1987,12,-0.038,-0.010,-0.004,-0.017,
1988,1,-0.057,-0.010,-0.003,-0.017,
1988,2,-0.002,-0.010,-0.003,-0.017,
1988,3,-0.005,-0.010,-0.003,-0.017,
1988,4,-0.003,-0.010,-0.003,-0.017,
1988,5,-0.050,-0.010,-0.003,-0.016,
1988,6,-0.080,-0.009,-0.002,-0.016,
1988,7,-0.022,-0.009,-0.002,-0.016,
1988,8,-0.058,-0.009,-0.002,-0.016,
1988,9,-0.082,-0.009,-0.002,-0.016,
1988,10,-0.080,-0.009,-0.002,-0.016,
1988,11,-0.114,-0.008,-0.001,-0.015,
1988,12,-0.111,-0.008,-0.001,-0.015,
1989,1,-0.109,-0.008,-0.001,-0.015,
1989,2,-0.109,-0.008,-0.001,-0.015,
1989,3,-0.041,-0.008,-0.001,-0.015,
1989,4,-0.024,-0.007,-0.000,-0.015,
1989,5,-0.020,-0.007,-0.000,-0.014,
1989,6,-0.041,-0.007,-0.000,-0.014,
1989,7,-0.016,-0.007,0.000,-0.014,
1989,8,-0.033,-0.007,0.000,-0.014,
1989,9,-0.015,-0.007,0.000,-0.014,
1989,10,-0.056,-0.006,0.001,-0.013,
1989,11,0.008,-0.006,0.001,-0.013,
1989,12,-0.026,-0.006,0.001,-0.013,
1990,1,-0.014,-0.006,0.001,-0.013,
1990,2,-0.030,-0.006,0.001,-0.013,
1990,3,-0.035,-0.005,0.002,-0.013,
1990,4,0.028,-0.005,0.002,-0.012,
1990,5,-0.023,-0.005,0.002,-0.012,
1990,6,0.011,-0.005,0.002,-0.012,
1990,7,0.008,-0.005,0.002,-0.012,
1990,8,-0.009,-0.005,0.003,-0.012,
1990,9,0.016,-0.004,0.003,-0.011,
1990,10,0.024,-0.004,0.003,-0.011,
1990,11,0.029,-0.004,0.003,-0.011,
1990,12,0.006,-0.004,0.003,-0.011,
1991,1,0.010,-0.004,0.004,-0.011,
1991,2,0.034,-0.003,0.004,-0.011,
1991,3,0.001,-0.003,0.004,-0.010,
1991,4,-0.043,-0.003,0.004,-0.010,
1991,5,-0.029,-0.003,0.004,-0.010,
1991,6,-0.016,-0.003,0.005,-0.010,
1991,7,-0.010,-0.002,0.005,-0.010,
1991,8,-0.030,-0.002,0.005,-0.010,
1991,9,-0.009,-0.002,0.005,-0.009,
1991,10,0.039,-0.002,0.005,-0.009,
1991,11,0.057,-0.002,0.006,-0.009,
1991,12,0.042,-0.002,0.006,-0.009,
1992,1,0.099,-0.001,0.006,-0.009,
1992,2,0.120,-0.001,0.006,-0.008,
1992,3,0.157,-0.001,0.006,-0.008,
1992,4,0.079,-0.001,0.007,-0.008,
1992,5,0.056,-0.001,0.007,-0.008,
1992,6,-0.010,-0.000,0.007,-0.008,
1992,7,0.032,-0.000,0.007,-0.008,
1992,8,0.037,-0.000,0.007,-0.007,
1992,9,0.025,0.000,0.007,-0.007,
1992,10,0.054,0.000,0.008,-0.007,
1992,11,0.054,0.001,0.008,-0.007,
1992,12,0.012,0.001,0.008,-0.007,
1993,1,0.096,0.001,0.008,-0.007,
1993,2,0.080,0.001,0.008,-0.006,
1993,3,0.050,0.001,0.009,-0.006,
1993,4,0.021,0.001,0.009,-0.006,
1993,5,0.050,0.002,0.009,-0.006,
1993,6,0.045,0.002,0.009,-0.006,
1993,7,0.054,0.002,0.009,-0.005,
1993,8,-0.000,0.002,0.010,-0.005,
1993,9,0.019,0.002,0.010,-0.005,
1993,10,0.030,0.003,0.010,-0.005,
1993,11,0.011,0.003,0.010,-0.005,
1993,12,-0.008,0.003,0.010,-0.005,
1994,1,0.013,0.003,0.011,-0.004,
1994,2,-0.018,0.003,0.011,-0.004,
1994,3,0.004,0.003,0.011,-0.004,
1994,4,-0.043,0.004,0.011,-0.004,
1994,5,-0.015,0.004,0.011,-0.004,
1994,6,0.009,0.004,0.012,-0.004,
1994,7,0.005,0.004,0.012,-0.003,
1994,8,0.028,0.004,0.012,-0.003,
1994,9,0.004,0.005,0.012,-0.003,
1994,10,0.012,0.005,0.012,-0.003,
1994,11,-0.017,0.005,0.013,-0.003,
1994,12,0.006,0.005,0.013,-0.002,
1995,1,0.012,0.005,0.013,-0.002,
1995,2,0.042,0.006,0.013,-0.002,
1995,3,0.038,0.006,0.013,-0.002,
1995,4,-0.036,0.006,0.014,-0.002,
1995,5,-0.025,0.006,0.014,-0.002,
1995,6,-0.007,0.006,0.014,-0.001,
1995,7,-0.014,0.006,0.014,-0.001,
1995,8,0.041,0.007,0.014,-0.001,
1995,9,0.009,0.007,0.015,-0.001,
