DATE,PRCP,NROWS
1988,6348.0,275
1989,7191.0,365
1990,10212.0,365
1991,8168.0,365
1992,8064.0,366
1993,7311.0,365
1994,9187.0,365
1995,6326.0,365
1996,5592.0,366
1997,8294.0,365
1998,10354.0,365
1999,8415.0,365
2000,6977.0,366
2001,7875.0,365
2002,10192.0,365
2003,7101.0,365
2004,8663.0,366
2005,6811.0,365
2006,7264.0,364
2007,9298.0,365
2008,8743.0,366
2009,7700.0,365
2010,8244.0,365
2011,9358.0,365
2012,8692.0,366
2013,6969.0,361
2014,8650.0,365
2015,9169.0,360
2016,7186.0,359
2017,10208.0,365
2018,4311.0,332
2019,6438.0,365
2020,6019.0,366
2021,6743.0,365
2022,6509.0,362
2023,9953.0,365
2024,5498.0,240
