DATE,PRCP,NROWS
1958,2477.0,365
1959,2868.0,365
1960,1856.0,366
1961,3631.0,365
1962,2272.0,365
1963,1804.0,365
1964,2240.0,366
1965,1432.0,365
1966,2137.0,365
1967,4775.0,365
1968,4023.0,366
1969,4802.0,365
1970,4600.0,365
1971,4164.0,365
1972,5200.0,366
1973,3484.0,365
1974,5779.0,365
1975,4682.0,365
1976,4374.0,366
1977,5121.0,365
1978,4920.0,365
1979,7309.0,365
1980,5790.0,366
1981,4746.0,365
1982,3118.0,362
1983,4667.0,365
1984,4418.0,366
1985,5192.0,364
1986,5889.0,365
1987,4528.0,365
1988,4626.0,365
1989,4518.0,365
1990,5395.0,365
1991,6072.0,365
1992,3686.0,366
1993,3253.0,365
1994,3133.0,365
1995,3786.0,365
1996,4185.0,366
1997,4751.0,365
1998,4091.0,365
1999,4790.0,365
2000,5551.0,366
2001,3856.0,365
2002,2672.0,358
2003,6677.0,365
2004,5310.0,365
2005,5182.0,365
2006,5452.0,365
2007,5109.0,363
2008,4954.0,358
2011,2195.0,106
2012,7344.0,366
2013,0.0,1
2014,4038.0,356
2015,3535.0,359
2016,2971.0,366
2017,3877.0,355
2018,3045.0,365
2019,2324.0,365
2020,4096.0,366
2021,3966.0,365
2022,5360.0,365
2023,4576.0,365
2024,1845.0,244
