DATE,PRCP,NROWS
1979,9799.0,365
1980,10632.0,366
1981,9738.0,365
1982,8278.0,365
1983,8468.0,365
1984,8994.0,366
1985,9082.0,365
1986,8061.0,365
1987,8292.0,365
1988,10879.0,366
1989,7170.0,365
1990,9931.0,365
1991,8167.0,365
1992,8276.0,366
1993,8386.0,365
1994,9617.0,365
1995,7009.0,365
1996,5238.0,366
1997,7285.0,365
1998,11081.0,365
1999,9691.0,365
2000,7155.0,366
2001,8142.0,365
2002,10254.0,365
2003,6902.0,349
2004,5653.0,247
2005,467.0,21
2009,6339.0,184
2010,8598.0,365
2011,9555.0,365
2012,8823.0,366
2013,8007.0,365
2014,9974.0,365
2015,9988.0,365
2016,8698.0,366
2017,11144.0,365
2018,6138.0,365
2019,10054.0,365
2020,8430.0,366
2021,7952.0,365
2022,8233.0,365
2023,11896.0,365
2024,6283.0,244
