DATE,PRCP,NROWS
1998,0.0,1
2004,2524.0,105
2005,1872.0,121
2006,2063.0,147
2007,2203.0,80
2008,1954.0,107
2009,1025.0,19
2010,549.0,3
2011,605.0,6
2012,1779.0,114
2013,4617.0,60
2014,254.0,1
2015,809.0,6
2016,254.0,4
2017,4615.0,193
2018,3092.0,94
2019,4131.0,74
2020,3120.0,79
2021,3278.0,71
2022,3833.0,97
2023,5352.0,81
2024,2476.0,61
