DATE,PRCP,NROWS
1998,0.0,1
2012,6798.0,163
2013,11858.0,358
2014,11479.0,362
2015,13494.0,363
2016,10519.0,301
2017,7398.0,199
2018,14068.0,331
2019,13213.0,312
2020,14606.0,332
2021,15196.0,365
2022,13330.0,290
2023,12333.0,112
2024,14725.0,117
