DATE,PRCP,NROWS
1940,3716.0,188
1941,6758.0,289
1942,6372.0,317
1943,3279.0,344
1944,6409.0,309
1945,4681.0,365
1946,5060.0,365
1947,5037.0,365
1948,2746.0,254
1949,393.0,119
1950,4971.0,225
1951,8724.0,361
1952,3290.0,366
1953,4521.0,365
1954,3661.0,365
1955,6509.0,365
1956,2932.0,334
1957,6870.0,363
1958,8042.0,365
1959,6843.0,365
1960,6013.0,366
1961,9403.0,365
1962,6953.0,365
1963,5787.0,365
1964,4436.0,366
1965,6255.0,365
1966,4260.0,365
1967,7504.0,365
1968,4164.0,366
1969,7521.0,365
1970,6497.0,365
1971,7003.0,365
1972,6262.0,366
1973,9004.0,365
1974,3884.0,365
1975,5445.0,365
1976,5584.0,366
1977,6561.0,365
1978,6249.0,365
1979,6167.0,365
1980,5206.0,366
1981,7870.0,365
1982,5244.0,365
1983,4248.0,365
1984,6710.0,365
1985,6565.0,365
1986,6771.0,365
1987,7352.0,365
1988,4214.0,366
1989,5328.0,365
1990,6799.0,365
1991,4518.0,365
1992,8076.0,366
1993,8224.0,365
1994,4152.0,365
1995,4959.0,365
1996,6769.0,366
1997,5967.0,365
1998,7356.0,365
1999,5678.0,365
2000,6306.0,366
2001,6851.0,365
2002,3910.0,365
2003,5516.0,365
2004,6835.0,366
2005,5926.0,365
2006,6742.0,365
2007,7698.0,365
2008,7319.0,366
2009,4979.0,365
2010,5388.0,365
2011,6024.0,281
2012,3387.0,228
2013,5116.0,365
2014,5007.0,328
2015,3850.0,330
2016,2912.0,307
2017,2381.0,268
2018,5827.0,298
2019,8892.0,365
2020,6129.0,366
2021,5582.0,212
2022,0.0,9
