DATE,PRCP,TMAX,NROWS
1950,4333.0,,122
1951,9768.0,,365
1952,11894.0,,366
1953,11160.0,,365
1954,9091.0,,365
1955,9220.0,,365
1956,8422.0,,366
1957,11307.0,,365
1958,10149.0,,365
1959,9709.0,,365
1960,9765.0,,366
1961,12518.0,,365
1962,11075.0,,365
1963,7701.0,,334
1964,8374.0,,366
1965,7861.0,,365
1966,9797.0,,364
1967,8400.0,,365
1968,8761.0,,335
1969,8557.0,,365
1970,9440.0,,365
1971,13123.0,-178.0,365
1972,16460.0,,366
1973,12066.0,,365
1974,10631.0,,365
1975,13104.0,,365
1976,10835.0,,366
1977,8854.0,,365
1978,11044.0,,365
1979,13067.0,,365
1980,7758.0,,366
1981,9498.0,,365
1982,10068.0,,365
1983,12711.0,,361
1984,11254.0,,366
1985,11391.0,,365
1986,6592.0,,365
1987,12473.0,,364
1988,8128.0,,366
1989,14791.0,,365
1990,12866.0,,365
1991,8676.0,,365
1992,12536.0,,366
1993,12386.0,,365
1994,9319.0,,335
1995,12684.0,,365
1996,15412.0,,366
1997,9574.0,,365
1998,11180.0,,365
1999,10491.0,,365
2000,8999.0,,366
2001,9078.0,,365
2002,10092.0,,365
2003,17037.0,,365
2004,9101.0,,305
2005,8386.0,,306
2006,11628.0,,365
2007,8974.0,,365
2008,10423.0,,366
2009,12875.0,,365
2010,10349.0,,365
2011,11323.0,,365
2012,9021.0,,366
2013,12502.0,,365
2014,10515.0,,365
2015,12241.0,,365
2016,12241.0,,366
2017,9422.0,,365
2018,16235.0,,365
2019,11659.0,,365
2020,19427.0,,366
2021,8985.0,,365
2022,10672.0,,365
2023,13138.0,,365
2024,11846.0,,293
