DATE,PRCP,NROWS
1973,6488.0,184
1974,1000.0,30
1975,501.0,62
1976,0.0,31
1978,1719.0,122
1979,3404.0,151
1980,3654.0,183
1981,4272.0,214
1982,1710.0,122
1983,3210.0,212
1984,2661.0,121
1985,3268.0,91
1986,719.0,61
1987,1618.0,90
1988,780.0,90
1989,737.0,30
1990,850.0,60
1991,1310.0,92
1992,2042.0,90
1993,8834.0,364
1994,7598.0,365
2001,597.0,61
2002,8371.0,365
2003,11351.0,365
2004,3646.0,120
2005,915.0,122
2006,5767.0,365
2007,9461.0,365
2008,12516.0,337
2009,8274.0,365
2010,6073.0,334
2011,5321.0,365
2012,5132.0,366
2013,6642.0,336
2014,5655.0,365
2015,9418.0,365
2016,5501.0,366
2017,7603.0,365
2018,7720.0,362
2019,9471.0,362
2020,6985.0,364
2021,6348.0,365
2022,5163.0,365
2023,8672.0,365
2024,4977.0,235
