DATE,PRCP,NROWS,MULT
2000,6042.0,366,1.0
2001,6697.0,365,1.1084078119827872
2002,9013.0,365,1.3458264894728984
2003,5040.0,365,0.5591922778209253
2004,6890.0,366,1.367063492063492
2005,5899.0,365,0.8561683599419448
2006,6063.0,365,1.0278013222580098
2007,9365.0,365,1.5446148771235362
2008,7170.0,366,0.7656166577682861
2009,6368.0,365,0.8881450488145048
2010,6914.0,365,1.0857412060301508
2011,5586.0,365,0.8079259473531964
2012,6281.0,365,1.1244181883279627
2013,6139.0,363,0.9773921350103487
2014,6723.0,364,1.0951294999185535
2015,6737.0,362,1.0020824036888294
2016,6083.0,366,0.9029241502152293
2017,6858.0,351,1.1274042413282919
2018,4177.0,365,0.6090696996208808
2019,6361.0,365,1.5228632990184343
2020,5307.0,361,0.8343027825813552
2021,6648.0,361,1.2526851328434143
2022,4641.0,361,0.6981046931407943
2023,8916.0,365,1.9211376858435683
