DATE,PRCP,NROWS,MULT
2000,3650.0,366,1.0
2001,2838.0,365,0.7775342465753424
2002,1980.0,365,0.6976744186046512
2003,3104.0,365,1.5676767676767678
2004,2926.0,365,0.9426546391752577
2005,3832.0,363,1.3096377306903624
2006,3581.0,365,0.9344989561586639
2007,2646.0,365,0.7388997486735549
2008,3919.0,364,1.481103552532124
2009,2769.0,335,0.7065577953559582
2010,1712.0,365,0.6182737450343084
2011,3361.0,365,1.9632009345794392
2012,2551.0,365,0.7590002975304969
2013,3431.0,357,1.3449627597020777
2014,3600.0,332,1.0492567764500145
2015,2878.0,364,0.7994444444444444
2016,3456.0,362,1.2008339124391938
2017,4388.0,364,1.2696759259259258
2018,2738.0,364,0.6239744758432088
2019,2104.0,365,0.7684441197954711
2020,2552.0,363,1.2129277566539924
2021,4272.0,364,1.6739811912225706
2022,3907.0,364,0.9145599250936329
2023,3639.0,364,0.9314051702073202
